Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
GRCh38_ENSG00000109854,GRCh38_HTATIP2,43,-0.8806,62,-0.3840,65,-0.3216,101,0.74068
GRCh38_ENSG00000129151,GRCh38_BBOX1,2,-2.7090,15,0.09899,14,0.05773,16,0.37462
GRCh38_ENSG00000148943,GRCh38_LIN7C,18,-1.0198,24,-0.6673,49,0.72891,35,-0.0196
GRCh38_ENSG00000049449,GRCh38_RCN1,131,0.52425,44,-1.2902,100,0.09250,109,0.32948
GRCh38_ENSG00000149100,GRCh38_EIF3M,56,-0.8860,68,-0.6396,96,-0.0531,127,0.65824
GRCh38_ENSG00000135378,GRCh38_PRRG4,17,-2.1373,77,0.17379,96,0.72744,59,-0.3698
GRCh38_ENSG00000060749,GRCh38_QSER1,8,-1.6507,7,-1.8803,42,1.48764,20,-0.2677
GRCh38_ENSG00000176102,GRCh38_CSTF3,14,-0.7047,10,-1.3165,22,0.02471,30,0.82414
GRCh38_ENSG00000110422,GRCh38_HIPK3,36,-0.6768,39,-0.6109,81,0.80315,52,-0.2046
GRCh38_ENSG00000205177,GRCh38_C11orf91,6,-1.0643,18,0.67243,7,-1.0695,15,0.55643
GRCh38_ENSG00000085063,GRCh38_CD59,580,-0.4625,870,0.20797,759,-0.0470,793,0.04869
GRCh38_ENSG00000110429,GRCh38_FBXO3,17,-1.0245,34,0.03429,36,0.15889,35,0.12377
GRCh38_ENSG00000135363,GRCh38_LMO2,32,1.07165,10,-0.9154,24,0.80722,11,-0.8861
GRCh38_ENSG00000135387,GRCh38_CAPRIN1,63,-0.6931,67,-0.6681,134,0.68816,96,-0.0525
GRCh38_ENSG00000135372,GRCh38_NAT10,9,-1.0595,7,-1.4057,15,-0.2388,26,1.15042
GRCh38_ENSG00000121691,GRCh38_CAT,25,-0.0701,27,0.01594,29,0.21877,24,-0.1844
GRCh38_ENSG00000135373,GRCh38_EHF,7,-2.6514,56,0.63327,75,1.56278,14,-1.9808
GRCh38_ENSG00000110435,GRCh38_PDHX,14,-0.6064,14,-0.6453,28,0.66090,20,-0.0587
GRCh38_ENSG00000026508,GRCh38_CD44,355,-0.6415,348,-0.7377,482,-0.2048,710,0.77037
GRCh38_ENSG00000179431,GRCh38_FJX1,17,-0.2699,12,-0.8722,20,-0.1155,27,0.65428
GRCh38_ENSG00000166326,GRCh38_TRIM44,50,0.07251,24,-1.1501,60,0.46432,51,0.13448
GRCh38_ENSG00000110442,GRCh38_COMMD9,26,-0.4046,30,-0.2355,36,0.11346,37,0.18213
GRCh38_ENSG00000166181,GRCh38_API5,27,-0.5513,24,-0.8333,60,1.02918,33,-0.3725
GRCh38_ENSG00000052841,GRCh38_TTC17,35,0.02147,21,-0.8273,37,0.14604,39,0.31574
GRCh38_ENSG00000149084,GRCh38_HSD17B12,37,-0.1348,34,-0.2997,46,0.27026,40,-0.0087
GRCh38_ENSG00000166199,GRCh38_ALKBH3,28,0.16057,18,-0.5427,18,-0.5899,33,0.70865
GRCh38_ENSG00000187479,GRCh38_C11orf96,50,0.65641,4,-3.1217,61,1.47213,23,-0.7784
GRCh38_ENSG00000110455,GRCh38_ACCS,28,1.49754,5,-1.1903,5,-1.4270,15,0.72924
GRCh38_ENSG00000151348,GRCh38_EXT2,23,-0.8326,20,-1.1358,50,0.49533,46,0.36825
GRCh38_ENSG00000085117,GRCh38_CD82,88,-0.5930,167,0.47590,98,-0.5340,144,0.26635
GRCh38_ENSG00000175274,GRCh38_TP53I11,41,0.74607,21,-0.3872,14,-1.0777,34,0.66386
GRCh38_ENSG00000181830,GRCh38_SLC35C1,30,0.62754,18,-0.2346,20,-0.0589,20,-0.0800
GRCh38_ENSG00000121680,GRCh38_PEX16,27,0.08615,19,-0.5193,18,-0.6394,34,0.75956
GRCh38_ENSG00000135365,GRCh38_PHF21A,22,0.37979,13,-0.4401,18,0.03130,18,0.08080
GRCh38_ENSG00000149091,GRCh38_DGKZ,40,0.30974,27,-0.3267,34,0.03516,34,0.04553
GRCh38_ENSG00000110492,GRCh38_MDK,47,0.11068,41,-0.1189,72,1.18590,23,-1.3085
GRCh38_ENSG00000110497,GRCh38_AMBRA1,16,0.14474,17,0.33217,7,-1.2621,18,0.58276
GRCh38_ENSG00000175224,GRCh38_ATG13,40,-0.2621,52,0.14768,54,0.26915,42,-0.2592
GRCh38_ENSG00000175220,GRCh38_ARHGAP1,91,-0.4987,116,-0.1220,116,-0.1388,143,0.35424
GRCh38_ENSG00000175213,GRCh38_ZNF408,14,0.05116,15,0.16220,10,-0.6457,16,0.37189
GRCh38_ENSG00000175216,GRCh38_CKAP5,14,-0.6752,13,-0.8511,28,0.51983,24,0.19375
GRCh38_ENSG00000149179,GRCh38_C11orf49,12,0.10949,7,-0.7150,8,-0.5943,16,0.81445
GRCh38_ENSG00000149182,GRCh38_ARFGAP2,68,-0.1678,81,0.12351,64,-0.3435,84,0.25728
GRCh38_ENSG00000165912,GRCh38_PACSIN3,30,-0.3227,21,-0.8982,30,-0.3900,51,0.89601
GRCh38_ENSG00000134574,GRCh38_DDB2,42,0.37163,11,-1.8324,29,-0.2529,45,0.84070
GRCh38_ENSG00000134575,GRCh38_ACP2,47,0.38221,21,-0.9238,54,0.82708,30,-0.4685
GRCh38_ENSG00000025434,GRCh38_NR1H3,16,0.21094,8,-0.8661,16,0.34448,14,0.07799
GRCh38_ENSG00000110514,GRCh38_MADD,28,0.07627,22,-0.3627,32,0.36475,25,-0.1412
GRCh38_ENSG00000066336,GRCh38_SPI1,39,0.01024,24,-0.7742,60,1.02683,29,-0.5987
GRCh38_ENSG00000165915,GRCh38_SLC39A13,34,0.07710,26,-0.3833,31,-0.0832,36,0.27340
GRCh38_ENSG00000165916,GRCh38_PSMC3,131,-0.0432,109,-0.3652,138,0.05153,145,0.19346
GRCh38_ENSG00000149187,GRCh38_CELF1,37,-0.7923,60,-0.0565,69,0.22238,64,0.07521
GRCh38_ENSG00000213619,GRCh38_NDUFS3,46,-0.2064,41,-0.4592,58,0.20443,57,0.16493
GRCh38_ENSG00000110536,GRCh38_PTPMT1,15,-0.8061,17,-0.6827,15,-0.8883,39,1.27593
GRCh38_ENSG00000109919,GRCh38_MTCH2,28,-0.6348,28,-0.7216,31,-0.5894,62,1.04998
GRCh38_ENSG00000109920,GRCh38_FNBP4,37,0.09420,33,-0.0921,35,0.00714,35,0.01772
GRCh38_ENSG00000030066,GRCh38_NUP160,12,-1.0233,9,-1.4649,28,0.33004,30,0.67160
GRCh38_ENSG00000149115,GRCh38_TNKS1BP1,60,-0.6558,95,0.06751,48,-1.1751,130,0.97401
GRCh38_ENSG00000149136,GRCh38_SSRP1,66,-0.2621,40,-1.1061,51,-0.8043,119,1.25524
GRCh38_ENSG00000134802,GRCh38_SLC43A3,39,-0.1413,16,-1.6049,41,-0.0472,57,0.81263
GRCh38_ENSG00000134809,GRCh38_TIMM10,15,-0.7591,16,-0.6676,21,-0.3047,33,0.84431
GRCh38_ENSG00000156587,GRCh38_UBE2L6,160,-0.5516,186,-0.3501,199,-0.2640,286,0.59965
GRCh38_ENSG00000149131,GRCh38_SERPING1,548,0.11701,375,-0.5302,713,0.75545,414,-0.4687
GRCh38_ENSG00000156599,GRCh38_ZDHHC5,51,-0.7884,88,0.08074,89,0.11770,87,0.07800
GRCh38_ENSG00000156603,GRCh38_MED19,6,-1.5346,14,-0.4486,23,0.50627,20,0.17746
GRCh38_ENSG00000213593,GRCh38_TMX2,49,-0.2911,52,-0.2135,43,-0.6025,76,0.69622
GRCh38_ENSG00000211450,GRCh38_SELENOH,131,0.02329,77,-0.8771,96,-0.5636,179,0.89752
GRCh38_ENSG00000198561,GRCh38_CTNND1,80,-1.6355,258,0.19261,277,0.37906,223,-0.0885
GRCh38_ENSG00000110031,GRCh38_LPXN,22,0.54773,8,-0.9957,22,0.75328,13,-0.4403
GRCh38_ENSG00000186660,GRCh38_ZFP91,37,-0.5674,30,-0.9663,67,0.53034,57,0.20473
GRCh38_ENSG00000166801,GRCh38_FAM111A,32,-0.1696,19,-1.0610,40,0.22378,43,0.40902
GRCh38_ENSG00000110042,GRCh38_DTX4,45,1.20557,15,-0.6441,18,-0.3988,22,0.07650
GRCh38_ENSG00000197629,GRCh38_MPEG1,19,-0.2442,11,-1.1387,38,1.20178,18,-0.5301
GRCh38_ENSG00000110048,GRCh38_OSBP,15,-0.9850,27,-0.0563,38,0.63262,25,-0.2839
GRCh38_ENSG00000166889,GRCh38_PATL1,10,-1.4746,25,-0.1366,40,0.85063,23,-0.3697
GRCh38_ENSG00000166900,GRCh38_STX3,14,-1.3302,34,0.06762,38,0.30528,33,0.02312
GRCh38_ENSG00000166902,GRCh38_MRPL16,31,0.14131,15,-1.0588,21,-0.5457,39,0.91374
GRCh38_ENSG00000134827,GRCh38_TCN1,5,-2.8860,80,1.50926,42,0.17681,23,-1.0538
GRCh38_ENSG00000110077,GRCh38_MS4A6A,35,-0.3869,43,-0.0886,75,1.19123,27,-1.1039
GRCh38_ENSG00000110079,GRCh38_MS4A4A,12,-0.8113,16,-0.4144,39,1.63875,10,-1.3190
GRCh38_ENSG00000166927,GRCh38_MS4A7,20,-0.8188,21,-0.8444,65,1.62432,21,-1.0051
GRCh38_ENSG00000110104,GRCh38_CCDC86,17,-1.1094,17,-1.1872,25,-0.6042,55,1.36626
GRCh38_ENSG00000110107,GRCh38_PRPF19,40,-0.3044,34,-0.6283,48,-0.0088,58,0.46680
GRCh38_ENSG00000110108,GRCh38_TMEM109,92,-0.5260,72,-0.9837,143,0.23203,154,0.47711
GRCh38_ENSG00000006118,GRCh38_TMEM132A,82,-0.0370,69,-0.3606,60,-0.6632,111,0.73705
GRCh38_ENSG00000110446,GRCh38_SLC15A3,56,-1.0130,100,-0.1250,119,0.22947,114,0.16009
GRCh38_ENSG00000167987,GRCh38_VPS37C,37,-0.1190,31,-0.4472,36,-0.2064,48,0.47762
GRCh38_ENSG00000167986,GRCh38_DDB1,95,-0.1313,69,-0.6940,99,-0.0870,126,0.50742
GRCh38_ENSG00000149476,GRCh38_TKFC,25,-0.2768,14,-1.1964,18,-0.9565,47,1.39475
GRCh38_ENSG00000162144,GRCh38_CYB561A3,29,-0.2915,23,-0.7140,34,-0.0640,43,0.54896
GRCh38_ENSG00000149483,GRCh38_TMEM138,26,-0.1957,17,-0.9221,26,-0.2428,39,0.75327
GRCh38_ENSG00000149532,GRCh38_CPSF7,46,-0.2197,33,-0.7878,49,-0.1245,66,0.60928
GRCh38_ENSG00000167985,GRCh38_SDHAF2,52,-0.5297,52,-0.5714,57,-0.4981,101,0.88457
GRCh38_ENSG00000011347,GRCh38_SYT7,38,-0.5329,35,-0.7234,43,-0.4571,76,0.92862
GRCh38_ENSG00000134825,GRCh38_TMEM258,266,0.37681,123,-0.9240,141,-0.7733,294,0.91549
GRCh38_ENSG00000168496,GRCh38_FEN1,35,0.44804,11,-1.3548,15,-1.0778,41,1.23377
GRCh38_ENSG00000149485,GRCh38_FADS1,22,0.12184,10,-1.0836,32,1.03941,16,-0.5138
GRCh38_ENSG00000221968,GRCh38_FADS3,27,0.50712,15,-0.4524,13,-0.7998,25,0.65190
GRCh38_ENSG00000167996,GRCh38_FTH1,5975,-0.0580,2625,-1.4328,6225,0.00988,8014,0.68523
GRCh38_ENSG00000124942,GRCh38_AHNAK,235,-1.6369,405,-0.8921,1172,1.30672,567,-0.4225
GRCh38_ENSG00000254772,GRCh38_EEF1G,693,-0.4914,583,-0.8306,1023,0.16248,1134,0.46567
GRCh38_ENSG00000149480,GRCh38_MTA2,26,0.02106,23,-0.2381,24,-0.1606,29,0.27588
GRCh38_ENSG00000149499,GRCh38_EML3,74,0.74006,23,-1.1846,41,-0.2697,57,0.48180
GRCh38_ENSG00000149541,GRCh38_B3GAT3,54,-0.0018,32,-0.8702,37,-0.7034,77,1.00021
GRCh38_ENSG00000089597,GRCh38_GANAB,136,0.26290,67,-0.9209,63,-1.1151,173,1.17327
GRCh38_ENSG00000185085,GRCh38_INTS5,16,-0.7196,20,-0.4300,25,-0.0145,31,0.48334
GRCh38_ENSG00000214756,GRCh38_CSKMT,37,0.61717,17,-0.6429,17,-0.7641,33,0.67087
GRCh38_ENSG00000204922,GRCh38_UQCC3,58,-0.2510,47,-0.6487,49,-0.6189,96,0.92651
GRCh38_ENSG00000162191,GRCh38_UBXN1,75,-0.5637,82,-0.4586,119,0.21962,119,0.25611
GRCh38_ENSG00000168000,GRCh38_BSCL2,27,-0.8468,44,-0.1050,58,0.49051,44,-0.1373
GRCh38_ENSG00000214753,GRCh38_HNRNPUL2,61,-0.3006,50,-0.6688,70,-0.0816,90,0.54523
GRCh38_ENSG00000162222,GRCh38_TTC9C,16,-0.1916,8,-1.3151,22,0.46861,20,0.28241
GRCh38_ENSG00000168002,GRCh38_POLR2G,107,-0.0356,68,-0.8168,78,-0.6547,155,0.95601
GRCh38_ENSG00000162227,GRCh38_TAF6L,17,0.14627,10,-0.7353,14,-0.1395,19,0.46863
GRCh38_ENSG00000168569,GRCh38_TMEM223,25,-0.1281,17,-0.8216,19,-0.6528,39,0.98921
GRCh38_ENSG00000185475,GRCh38_TMEM179B,68,-0.6537,85,-0.3282,102,-0.0195,121,0.41634
GRCh38_ENSG00000162231,GRCh38_NXF1,54,0.03122,45,-0.2816,27,-1.2378,76,1.01325
GRCh38_ENSG00000162236,GRCh38_STX5,45,-0.4649,73,0.33915,62,0.05402,57,-0.1378
GRCh38_ENSG00000133316,GRCh38_WDR74,53,0.06004,30,-0.8965,44,-0.3029,66,0.70024
GRCh38_ENSG00000255717,GRCh38_SNHG1,50,-0.2766,26,-1.3547,37,-0.8882,95,1.40831
GRCh38_ENSG00000168003,GRCh38_SLC3A2,135,-0.8004,174,-0.4450,192,-0.3115,297,0.74784
GRCh38_ENSG00000133321,GRCh38_PLAAT4,130,-0.7441,129,-0.8264,225,0.15162,257,0.53712
GRCh38_ENSG00000133328,GRCh38_PLAAT2,3,-2.3223,10,-0.8885,8,-1.1912,29,1.81612
GRCh38_ENSG00000176485,GRCh38_PLAAT3,19,0.13577,17,-0.0247,7,-1.6461,26,1.01222
GRCh38_ENSG00000184743,GRCh38_ATL3,84,-0.5650,88,-0.5474,125,0.07090,143,0.43278
GRCh38_ENSG00000133318,GRCh38_RTN3,57,-0.9139,115,0.19911,115,0.22249,100,-0.0727
GRCh38_ENSG00000188070,GRCh38_C11orf95,25,1.01158,5,-1.4453,10,-0.6745,18,0.70755
GRCh38_ENSG00000072518,GRCh38_MARK2,37,-0.7577,62,0.04883,66,0.20461,60,0.01360
GRCh38_ENSG00000176340,GRCh38_COX8A,101,-1.3833,186,-0.5006,340,0.69919,248,-0.0079
GRCh38_ENSG00000167770,GRCh38_OTUB1,101,-0.2318,91,-0.4243,58,-1.2931,177,1.21623
GRCh38_ENSG00000133315,GRCh38_MACROD1,18,-0.4598,18,-0.4983,16,-0.8013,35,1.03583
GRCh38_ENSG00000168439,GRCh38_STIP1,46,-0.5464,57,-0.2391,37,-1.0616,96,1.07530
GRCh38_ENSG00000149781,GRCh38_FERMT3,27,0.76178,12,-0.5242,24,0.78702,11,-0.8627
GRCh38_ENSG00000149743,GRCh38_TRPT1,11,-1.1365,22,-0.1429,23,-0.0977,29,0.47704
GRCh38_ENSG00000149761,GRCh38_NUDT22,60,-0.1796,53,-0.3988,71,0.11987,73,0.19915
GRCh38_ENSG00000110011,GRCh38_DNAJC4,50,0.01702,34,-0.6234,37,-0.5450,65,0.77148
GRCh38_ENSG00000173511,GRCh38_VEGFB,107,-0.0904,47,-1.4571,116,0.04999,145,0.66995
GRCh38_ENSG00000173486,GRCh38_FKBP2,20,0.26620,14,-0.3286,13,-0.4942,21,0.48578
GRCh38_ENSG00000173457,GRCh38_PPP1R14B,360,-0.4938,304,-0.8284,350,-0.6605,727,1.11099
GRCh38_ENSG00000256940,GRCh38_PPP1R14B-AS1,10,-1.0734,13,-0.6743,11,-1.0233,32,1.41683
GRCh38_ENSG00000149782,GRCh38_PLCB3,36,-0.3555,28,-0.7949,32,-0.6364,65,1.03903
GRCh38_ENSG00000002330,GRCh38_BAD,65,-0.2320,46,-0.8490,73,-0.0583,94,0.58567
GRCh38_ENSG00000173264,GRCh38_GPR137,9,-1.3485,16,-0.6069,16,-0.6013,34,1.15148
GRCh38_ENSG00000173153,GRCh38_ESRRA,76,-0.0839,64,-0.3867,56,-0.6778,107,0.77742
GRCh38_ENSG00000173113,GRCh38_TRMT112,235,-0.1859,170,-0.7573,149,-1.0680,405,1.24525
GRCh38_ENSG00000126432,GRCh38_PRDX5,241,-0.7111,248,-0.7328,383,0.01655,478,0.60382
GRCh38_ENSG00000168071,GRCh38_CCDC88B,74,0.75708,28,-0.8745,32,-0.7135,60,0.66989
GRCh38_ENSG00000162302,GRCh38_RPS6KA4,85,-0.8489,141,-0.0618,118,-0.4237,185,0.62266
GRCh38_ENSG00000168066,GRCh38_SF1,149,0.09545,97,-0.6321,111,-0.4591,181,0.68500
GRCh38_ENSG00000168067,GRCh38_MAP4K2,16,-0.4184,25,0.31159,23,0.12553,19,-0.1961
GRCh38_ENSG00000133895,GRCh38_MEN1,10,-1.0654,9,-1.2456,24,0.35852,25,0.58258
GRCh38_ENSG00000171219,GRCh38_CDC42BPG,9,-0.9537,13,-0.3395,10,-0.8732,24,1.11700
GRCh38_ENSG00000110047,GRCh38_EHD1,65,-0.6234,90,-0.1416,82,-0.3258,120,0.54557
GRCh38_ENSG00000110046,GRCh38_ATG2A,32,-0.5158,68,0.83698,29,-0.7668,46,0.10735
GRCh38_ENSG00000068971,GRCh38_PPP2R5B,31,0.05077,32,0.10966,25,-0.3806,33,0.21767
GRCh38_ENSG00000213465,GRCh38_ARL2,65,-0.3381,57,-0.6056,71,-0.2643,104,0.67221
GRCh38_ENSG00000110025,GRCh38_SNX15,23,-0.3785,31,0.04683,19,-0.8359,39,0.71438
GRCh38_ENSG00000168061,GRCh38_SAC3D1,15,-0.4662,11,-0.9121,14,-0.7010,30,1.16792
GRCh38_ENSG00000146670,GRCh38_CDCA5,10,-0.7758,4,-2.2216,15,-0.1462,24,1.22446
GRCh38_ENSG00000162300,GRCh38_ZFPL1,16,-1.0492,33,0.09965,30,-0.0913,35,0.30068
GRCh38_ENSG00000149823,GRCh38_VPS51,58,-0.4268,74,-0.0484,62,-0.3888,91,0.48324
GRCh38_ENSG00000149809,GRCh38_TM7SF2,14,-2.1808,190,2.64647,31,-1.2706,33,-1.2829
GRCh38_ENSG00000174276,GRCh38_ZNHIT2,23,-0.3034,22,-0.4118,20,-0.6733,39,0.85930
GRCh38_ENSG00000149806,GRCh38_FAU,884,-0.5839,992,-0.4473,1184,-0.1592,1597,0.57751
GRCh38_ENSG00000162298,GRCh38_SYVN1,98,1.06168,50,-0.0510,49,-0.1247,43,-0.4030
GRCh38_ENSG00000149792,GRCh38_MRPL49,25,-0.7641,43,0.08991,45,0.19752,40,-0.0064
GRCh38_ENSG00000014216,GRCh38_CAPN1,162,-0.7025,263,0.06731,158,-0.8932,343,0.82230
GRCh38_ENSG00000014138,GRCh38_POLA2,14,-0.0367,8,-0.9844,13,-0.2910,20,0.76221
GRCh38_ENSG00000149798,GRCh38_CDC42EP2,10,-0.2704,16,0.49226,7,-1.0335,15,0.48317
GRCh38_ENSG00000133884,GRCh38_DPF2,25,-0.3993,22,-0.6150,37,0.28199,35,0.23351
GRCh38_ENSG00000126391,GRCh38_FRMD8,39,-1.2374,115,0.50270,79,-0.2125,93,0.13961
GRCh38_ENSG00000245532,GRCh38_NEAT1,829,-1.2876,2630,0.60904,2360,0.46386,1471,-0.5767
GRCh38_ENSG00000251562,GRCh38_MALAT1,1747,-1.2744,2099,-1.0836,10157,2.93192,842,-2.8482
GRCh38_ENSG00000142186,GRCh38_SCYL1,76,-0.2223,84,-0.0641,89,0.02847,91,0.09502
GRCh38_ENSG00000168056,GRCh38_LTBP3,49,0.22978,34,-0.4084,52,0.44462,38,-0.2587
GRCh38_ENSG00000173465,GRCh38_ZNRD2,33,-0.8813,49,-0.3277,53,-0.2155,75,0.62780
GRCh38_ENSG00000176973,GRCh38_FAM89B,69,-0.9009,122,-0.0151,108,-0.2592,149,0.48017
GRCh38_ENSG00000173442,GRCh38_EHBP1L1,156,-0.6145,200,-0.2524,185,-0.4382,299,0.69228
GRCh38_ENSG00000173327,GRCh38_MAP3K11,79,-0.0307,55,-0.6588,78,-0.0632,96,0.43662
GRCh38_ENSG00000197136,GRCh38_PCNX3,21,-0.2449,28,0.23506,19,-0.4755,28,0.30317
GRCh38_ENSG00000213445,GRCh38_SIPA1,80,0.87585,45,-0.0897,38,-0.4483,47,0.00834
GRCh38_ENSG00000173039,GRCh38_RELA,101,-0.2917,120,-0.0154,114,-0.1216,132,0.21295
GRCh38_ENSG00000172977,GRCh38_KAT5,32,-0.6789,40,-0.3683,44,-0.2246,62,0.61098
GRCh38_ENSG00000172922,GRCh38_RNASEH2C,72,0.29009,59,-0.0321,54,-0.2339,63,0.10066
GRCh38_ENSG00000254470,GRCh38_AP5B1,24,0.07278,28,0.37028,16,-0.6968,25,0.24890
GRCh38_ENSG00000172818,GRCh38_OVOL1,14,-2.2619,155,1.86020,43,-0.7628,48,-0.6379
GRCh38_ENSG00000172757,GRCh38_CFL1,593,-0.6968,856,-0.1378,787,-0.3231,1146,0.55925
GRCh38_ENSG00000172732,GRCh38_MUS81,44,0.14045,32,-0.4157,20,-1.2514,59,1.05364
GRCh38_ENSG00000172638,GRCh38_EFEMP2,59,1.06540,14,-1.3059,47,0.91173,21,-0.8270
GRCh38_ENSG00000172500,GRCh38_FIBP,49,-0.3641,43,-0.6235,51,-0.3769,83,0.77448
GRCh38_ENSG00000175602,GRCh38_CCDC85B,134,-0.0850,140,-0.0179,106,-0.5574,170,0.47887
GRCh38_ENSG00000175592,GRCh38_FOSL1,49,-0.7745,89,0.19275,45,-1.0974,111,0.87392
GRCh38_ENSG00000175573,GRCh38_C11orf68,48,0.02529,50,0.08427,42,-0.2619,51,0.15238
GRCh38_ENSG00000175550,GRCh38_DRAP1,124,-0.3025,127,-0.2956,88,-1.0084,216,1.00649
GRCh38_ENSG00000175467,GRCh38_SART1,27,-0.8888,42,-0.2418,47,-0.0345,57,0.43405
GRCh38_ENSG00000175376,GRCh38_EIF1AD,17,-0.5659,23,-0.1539,26,0.11338,27,0.17806
GRCh38_ENSG00000175334,GRCh38_BANF1,78,-0.2156,51,-0.9590,36,-1.6091,151,1.64304
GRCh38_ENSG00000175315,GRCh38_CST6,39,-1.9185,353,2.03527,101,-0.6144,86,-1.0260
GRCh38_ENSG00000087365,GRCh38_SF3B2,107,-0.3196,83,-0.7927,132,0.00811,161,0.53278
GRCh38_ENSG00000175115,GRCh38_PACS1,29,-0.5382,40,-0.0497,39,-0.0757,46,0.26800
GRCh38_ENSG00000174996,GRCh38_KLC2,13,-0.3112,12,-0.4264,13,-0.3834,20,0.66384
GRCh38_ENSG00000174903,GRCh38_RAB1B,129,-0.3123,146,-0.1244,128,-0.4020,191,0.50656
GRCh38_ENSG00000174851,GRCh38_YIF1A,72,-0.5513,89,-0.2591,126,0.44156,100,-0.0674
GRCh38_ENSG00000174807,GRCh38_CD248,62,0.83443,15,-1.4824,47,0.52178,34,-0.1730
GRCh38_ENSG00000174791,GRCh38_RIN1,41,-0.0627,16,-1.6398,24,-1.0741,71,1.54484
GRCh38_ENSG00000174744,GRCh38_BRMS1,66,-0.3380,56,-0.6618,61,-0.5734,115,0.92787
GRCh38_ENSG00000174684,GRCh38_B4GAT1,25,0.03874,9,-1.5602,16,-0.8315,39,1.32392
GRCh38_ENSG00000174547,GRCh38_MRPL11,32,-0.4749,31,-0.5924,38,-0.3005,58,0.73286
GRCh38_ENSG00000254986,GRCh38_DPP3,39,-0.4017,32,-0.7674,34,-0.7781,76,1.13647
GRCh38_ENSG00000174165,GRCh38_ZDHHC24,36,0.26939,29,-0.0786,24,-0.4878,35,0.33272
GRCh38_ENSG00000174080,GRCh38_CTSF,33,0.89863,14,-0.5325,29,0.94072,11,-1.1607
GRCh38_ENSG00000173992,GRCh38_CCS,67,-0.1412,52,-0.5772,53,-0.6152,100,0.85317
GRCh38_ENSG00000239306,GRCh38_RBM14,38,-0.1567,28,-0.7263,36,-0.3236,56,0.71779
GRCh38_ENSG00000173933,GRCh38_RBM4,82,-0.3195,87,-0.2480,96,-0.0951,115,0.34203
GRCh38_ENSG00000173898,GRCh38_SPTBN2,5,-2.0165,30,0.61079,15,-0.6905,27,0.51081
GRCh38_ENSG00000173715,GRCh38_C11orf80,25,0.46083,19,0.00766,8,-1.3941,24,0.73690
GRCh38_ENSG00000173653,GRCh38_RCE1,21,-0.8005,25,-0.5937,23,-0.8452,54,1.20195
GRCh38_ENSG00000173599,GRCh38_PC,17,-1.3070,30,-0.4754,20,-1.2213,65,1.47392
GRCh38_ENSG00000173621,GRCh38_LRFN4,21,0.40657,6,-1.4845,10,-0.8702,25,1.16806
GRCh38_ENSG00000173156,GRCh38_RHOD,37,-1.6926,97,-0.2663,121,0.15262,133,0.42324
GRCh38_ENSG00000173120,GRCh38_KDM2A,29,-0.8189,62,0.40395,53,0.14677,46,-0.1804
GRCh38_ENSG00000173020,GRCh38_GRK2,157,0.11530,137,-0.1083,119,-0.4069,168,0.35384
GRCh38_ENSG00000172932,GRCh38_ANKRD13D,87,0.10603,47,-0.9290,44,-1.1243,125,1.24748
GRCh38_ENSG00000172830,GRCh38_SSH3,17,-1.1413,32,-0.2337,32,-0.2301,46,0.63751
GRCh38_ENSG00000172613,GRCh38_RAD9A,36,0.42029,33,0.31930,18,-0.7981,31,0.20808
GRCh38_ENSG00000175482,GRCh38_POLD4,134,-0.1595,166,0.20615,110,-0.5778,172,0.36874
GRCh38_ENSG00000175505,GRCh38_CLCF1,6,-1.1129,17,0.48626,7,-1.0927,17,0.72615
GRCh38_ENSG00000172531,GRCh38_PPP1CA,238,-0.0270,163,-0.6843,182,-0.5583,327,0.82567
GRCh38_ENSG00000175463,GRCh38_TBC1D10C,34,1.22767,8,-1.0898,18,0.18689,14,-0.2418
GRCh38_ENSG00000175634,GRCh38_RPS6KB2,80,-0.2456,79,-0.3084,73,-0.4877,120,0.65576
GRCh38_ENSG00000172725,GRCh38_CORO1B,57,-0.2740,62,-0.1462,62,-0.1801,77,0.33689
GRCh38_ENSG00000172663,GRCh38_TMEM134,68,-0.5321,86,-0.1958,71,-0.5729,126,0.73409
GRCh38_ENSG00000110711,GRCh38_AIP,35,-0.2854,33,-0.4282,53,0.49089,40,-0.0975
GRCh38_ENSG00000110697,GRCh38_PITPNM1,45,0.13169,36,-0.2329,26,-0.8495,54,0.72317
GRCh38_ENSG00000167797,GRCh38_CDK2AP2,62,0.42257,25,-1.0754,26,-1.1523,73,1.18605
GRCh38_ENSG00000084207,GRCh38_GSTP1,999,-1.0549,1657,-0.3043,1894,-0.0792,2423,0.54038
GRCh38_ENSG00000167792,GRCh38_NDUFV1,91,-0.3242,88,-0.4137,102,-0.1921,137,0.51383
GRCh38_ENSG00000167799,GRCh38_NUDT8,9,-1.1094,11,-0.7617,12,-0.8149,28,1.33206
GRCh38_ENSG00000132746,GRCh38_ALDH3B2,44,-2.2311,314,0.96401,124,-0.8302,218,0.32362
GRCh38_ENSG00000110057,GRCh38_UNC93B1,80,0.34909,38,-0.8717,69,0.15919,70,0.19096
GRCh38_ENSG00000110717,GRCh38_NDUFS8,129,-0.0945,122,-0.2077,97,-0.6668,176,0.67282
