Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
GRCh38_ENSG00000143337,GRCh38_TOR1AIP1,26,-0.4165,25,-0.5411,43,0.50566,52,0.69202,28,-0.3930
GRCh38_ENSG00000135837,GRCh38_CEP350,23,-0.3267,9,-1.8509,60,1.92803,17,-0.8437,17,-1.0085
GRCh38_ENSG00000116260,GRCh38_QSOX1,75,-0.9443,256,1.23166,90,-0.8109,146,0.08167,126,-0.1837
GRCh38_ENSG00000230124,GRCh38_ACBD6,28,0.15852,18,-0.5801,18,-0.6442,60,1.45592,25,-0.0166
GRCh38_ENSG00000143324,GRCh38_XPR1,17,-1.6695,21,-1.4666,74,0.75808,28,-0.9430,72,0.68796
GRCh38_ENSG00000135823,GRCh38_STX6,38,-0.7839,65,0.07008,59,-0.1075,62,-0.0073,72,0.31266
GRCh38_ENSG00000153029,GRCh38_MR1,24,-0.7226,30,-0.4355,39,0.01596,44,0.20615,47,0.42329
GRCh38_ENSG00000162783,GRCh38_IER5,61,-1.5513,240,0.67715,117,-0.6873,119,-0.5366,222,0.61664
GRCh38_ENSG00000135821,GRCh38_GLUL,86,-0.6112,90,-0.6094,224,1.37068,115,-0.1614,74,-1.0110
GRCh38_ENSG00000135838,GRCh38_NPL,12,-0.3250,8,-0.9224,20,0.67139,4,-1.7560,18,0.42033
GRCh38_ENSG00000135829,GRCh38_DHX9,54,-0.1170,32,-0.9861,49,-0.3128,103,0.96146,69,0.39608
GRCh38_ENSG00000135862,GRCh38_LAMC1,83,-0.2619,47,-1.2293,129,0.61002,214,1.33429,66,-0.7370
GRCh38_ENSG00000058085,GRCh38_LAMC2,437,-0.5859,297,-1.2750,366,-1.0312,3027,3.03769,395,-0.8978
GRCh38_ENSG00000287929,GRCh38_AL354953.1,7,-1.3083,8,-1.2668,2,-3.3928,113,3.99302,10,-0.9182
GRCh38_ENSG00000116698,GRCh38_SMG7,41,-0.5243,69,0.31501,64,0.20387,46,-0.3786,55,-0.1270
GRCh38_ENSG00000116701,GRCh38_NCF2,14,-1.3002,38,0.25637,45,0.66712,13,-1.3724,31,-0.1345
GRCh38_ENSG00000162704,GRCh38_ARPC5,108,-0.3899,96,-0.6279,181,0.58763,174,0.36584,123,-0.2450
GRCh38_ENSG00000198860,GRCh38_TSEN15,8,-1.0524,10,-0.8960,22,0.64571,22,0.46775,16,-0.0265
GRCh38_ENSG00000116667,GRCh38_C1orf21,33,-0.9442,33,-0.9956,56,-0.1471,74,0.33258,87,0.82887
GRCh38_ENSG00000116406,GRCh38_EDEM3,16,-0.0369,5,-1.8388,23,0.83569,18,0.22059,15,-0.0767
GRCh38_ENSG00000135842,GRCh38_NIBAN1,29,-1.0137,42,-0.5006,79,0.72588,53,-0.1173,55,-0.0696
GRCh38_ENSG00000121481,GRCh38_RNF2,16,-0.4178,20,-0.0993,24,0.25838,23,0.12400,20,-0.0897
GRCh38_ENSG00000116679,GRCh38_IVNS1ABP,104,-0.3831,91,-0.6612,146,0.19226,100,-0.4503,169,0.52275
GRCh38_ENSG00000047410,GRCh38_TPR,49,-0.0399,34,-0.6548,60,0.39141,73,0.62724,43,-0.2934
GRCh38_ENSG00000157181,GRCh38_ODR4,20,0.10686,16,-0.2704,16,-0.2592,21,0.22463,21,0.28388
GRCh38_ENSG00000073756,GRCh38_PTGS2,7,-1.0761,4,-2.0326,7,-1.2419,61,2.81182,14,0.00477
GRCh38_ENSG00000090104,GRCh38_RGS1,49,0.44468,22,-0.9130,68,1.45765,15,-1.3923,21,-1.0636
GRCh38_ENSG00000116741,GRCh38_RGS2,10,-1.1210,25,0.36856,33,1.08782,11,-1.0006,12,-0.9840
GRCh38_ENSG00000116750,GRCh38_UCHL5,21,0.12285,16,-0.3498,21,0.12781,25,0.41506,18,-0.1393
GRCh38_ENSG00000116747,GRCh38_RO60,11,-1.0220,12,-1.0104,42,1.63392,11,-0.9958,15,-0.6535
GRCh38_ENSG00000023572,GRCh38_GLRX2,17,-0.2264,23,0.30560,16,-0.3470,24,0.33099,20,0.01761
GRCh38_ENSG00000134371,GRCh38_CDC73,27,0.19923,15,-0.8243,31,0.54435,29,0.32339,20,-0.3132
GRCh38_ENSG00000000971,GRCh38_CFH,88,0.05127,43,-1.1573,113,0.60806,102,0.28839,80,-0.1304
GRCh38_ENSG00000213047,GRCh38_DENND1B,24,-0.2286,18,-0.7475,45,1.12705,9,-1.6422,24,-0.2425
GRCh38_ENSG00000151414,GRCh38_NEK7,15,-1.5076,23,-0.9503,65,1.15975,25,-0.7246,39,-0.0297
GRCh38_ENSG00000081237,GRCh38_PTPRC,37,0.10453,16,-1.3168,64,1.52785,17,-1.0663,23,-0.7869
GRCh38_ENSG00000162702,GRCh38_ZNF281,12,-0.8097,6,-1.8402,31,0.91527,23,0.14719,22,0.12554
GRCh38_ENSG00000118200,GRCh38_CAMSAP2,33,-0.5015,35,-0.4343,56,0.44918,61,0.47531,40,-0.2259
GRCh38_ENSG00000163362,GRCh38_INAVA,27,-0.9987,58,0.17411,43,-0.3644,22,-1.3503,76,0.84987
GRCh38_ENSG00000116857,GRCh38_TMEM9,30,-0.3255,25,-0.7100,42,0.24437,71,1.05897,32,-0.2769
GRCh38_ENSG00000081277,GRCh38_PKP1,286,-1.9216,1289,0.46661,865,-0.2980,335,-1.6844,1416,0.77362
GRCh38_ENSG00000118194,GRCh38_TNNT2,10,-1.5610,51,1.11298,18,-0.9035,0,-5.9530,41,0.78373
GRCh38_ENSG00000159166,GRCh38_LAD1,124,-1.6714,470,0.44496,307,-0.3739,278,-0.4519,480,0.56941
GRCh38_ENSG00000174307,GRCh38_PHLDA3,97,-1.0030,177,-0.0896,170,-0.1755,108,-0.8441,263,0.77955
GRCh38_ENSG00000159176,GRCh38_CSRP1,45,-0.9176,60,-0.5097,129,1.07458,67,-0.3040,64,-0.4555
GRCh38_ENSG00000134369,GRCh38_NAV1,51,-0.0746,39,-0.5551,48,-0.2264,92,0.87814,58,0.14462
GRCh38_ENSG00000198700,GRCh38_IPO9,28,-0.3063,23,-0.6463,27,-0.4383,74,1.34075,36,0.13447
GRCh38_ENSG00000134375,GRCh38_TIMM17A,53,-0.0008,48,-0.1881,40,-0.5412,96,0.98868,55,0.08117
GRCh38_ENSG00000176393,GRCh38_RNPEP,34,0.20185,20,-0.6684,35,0.36806,42,0.57296,25,-0.3411
GRCh38_ENSG00000163435,GRCh38_ELF3,29,-1.6356,238,2.29038,67,-0.4899,16,-2.4832,46,-1.1482
GRCh38_ENSG00000143862,GRCh38_ARL8A,33,0.65795,18,-0.3080,23,0.06738,22,0.03535,20,-0.2074
GRCh38_ENSG00000143851,GRCh38_PTPN7,44,1.60641,7,-1.4551,20,0.28335,5,-1.9368,17,-0.0508
GRCh38_ENSG00000117139,GRCh38_KDM5B,33,-0.8277,41,-0.5253,73,0.58300,42,-0.4504,61,0.18051
GRCh38_ENSG00000183155,GRCh38_RABIF,17,-0.8772,30,0.01732,24,-0.3923,42,0.55278,35,0.35923
GRCh38_ENSG00000117153,GRCh38_KLHL12,13,-0.4731,14,-0.3957,18,0.01597,28,0.69498,19,0.07768
GRCh38_ENSG00000159346,GRCh38_ADIPOR1,101,-0.5359,187,0.50813,108,-0.5492,129,-0.1597,166,0.32635
GRCh38_ENSG00000159348,GRCh38_CYB5R1,211,-0.8472,315,-0.2499,281,-0.4973,373,0.04644,522,0.82923
GRCh38_ENSG00000163444,GRCh38_TMEM183A,27,-0.6448,24,-0.9380,51,0.45541,56,0.47649,44,0.09627
GRCh38_ENSG00000133055,GRCh38_MYBPH,37,0.97522,15,-0.5008,22,0.11682,0,-7.0138,24,0.34473
GRCh38_ENSG00000133048,GRCh38_CHI3L1,135,1.29219,48,-0.4822,89,0.78185,50,-0.3693,27,-1.5093
GRCh38_ENSG00000159388,GRCh38_BTG2,194,1.85982,60,-0.1974,67,0.00952,14,-2.3028,47,-0.6873
GRCh38_ENSG00000122176,GRCh38_FMOD,118,0.69258,52,-0.6720,106,0.68516,105,0.49796,43,-1.0801
GRCh38_ENSG00000058668,GRCh38_ATP2B4,66,-0.5828,70,-0.5453,106,0.19490,128,0.45529,104,0.15726
GRCh38_ENSG00000182004,GRCh38_SNRPE,73,-0.0579,42,-0.9947,62,-0.4076,152,1.16639,88,0.31841
GRCh38_ENSG00000158615,GRCh38_PPP1R15B,25,-0.3150,27,-0.2318,44,0.84624,23,-0.4131,23,-0.5185
GRCh38_ENSG00000133056,GRCh38_PIK3C2B,9,-1.0540,23,0.38553,18,-0.0003,5,-1.7613,23,0.46288
GRCh38_ENSG00000198625,GRCh38_MDM4,27,-0.0101,22,-0.3622,38,0.73816,16,-0.8080,24,-0.2771
GRCh38_ENSG00000117222,GRCh38_RBBP5,7,-0.8458,4,-1.9584,20,0.95069,18,0.48550,13,-0.0438
GRCh38_ENSG00000163545,GRCh38_NUAK2,24,-0.6185,54,0.72345,16,-1.4282,31,-0.2595,51,0.74504
GRCh38_ENSG00000186007,GRCh38_LEMD1,14,-0.4848,20,0.02873,8,-1.6255,28,0.58899,30,0.97991
GRCh38_ENSG00000117266,GRCh38_CDK18,20,0.59446,6,-1.4694,5,-1.7510,30,1.25241,21,0.94036
GRCh38_ENSG00000158711,GRCh38_ELK4,22,-0.3615,11,-1.4536,49,1.33989,20,-0.5400,23,-0.3980
GRCh38_ENSG00000069275,GRCh38_NUCKS1,69,-0.5281,45,-1.2513,134,0.73968,146,0.69147,85,-0.2555
GRCh38_ENSG00000276600,GRCh38_RAB7B,22,-0.3781,13,-1.1892,32,0.29528,15,-0.9180,39,0.77005
GRCh38_ENSG00000263961,GRCh38_RHEX,9,-0.6635,10,-0.4416,5,-1.7351,7,-1.0508,28,1.89224
GRCh38_ENSG00000266028,GRCh38_SRGAP2,22,0.13322,16,-0.4819,32,1.01243,17,-0.2769,13,-0.8520
GRCh38_ENSG00000263528,GRCh38_IKBKE,16,-0.1333,10,-0.9798,24,0.64344,13,-0.4832,19,0.14080
GRCh38_ENSG00000266094,GRCh38_RASSF5,34,-0.3339,57,0.54787,47,0.22499,20,-1.1653,38,-0.2096
GRCh38_ENSG00000162889,GRCh38_MAPKAPK2,135,0.19845,97,-0.3595,151,0.51033,132,0.16140,93,-0.4863
GRCh38_ENSG00000162892,GRCh38_IL24,36,1.17079,4,-2.2090,6,-1.7891,76,2.67553,13,-0.5774
GRCh38_ENSG00000182795,GRCh38_C1orf116,29,-1.5912,145,1.09155,75,-0.1927,85,0.04327,67,-0.4294
GRCh38_ENSG00000123836,GRCh38_PFKFB2,7,-2.5782,78,1.37256,34,-0.3212,21,-0.9677,37,-0.1429
GRCh38_ENSG00000180667,GRCh38_YOD1,13,-1.5269,90,1.97131,32,-0.2468,18,-1.0601,18,-1.2584
GRCh38_ENSG00000196352,GRCh38_CD55,24,-1.2306,80,0.78997,60,0.26422,26,-1.0976,46,-0.2580
GRCh38_ENSG00000117335,GRCh38_CD46,65,-0.1914,49,-0.6878,87,0.36049,76,0.04435,78,0.12993
GRCh38_ENSG00000076356,GRCh38_PLXNA2,11,-0.3480,5,-1.4842,22,1.13535,8,-0.7025,13,-0.0774
GRCh38_ENSG00000230937,GRCh38_MIR205HG,617,-1.0135,648,-1.0244,489,-1.5972,1378,0.24528,2360,1.79498
GRCh38_ENSG00000196878,GRCh38_LAMB3,595,-0.2892,366,-1.1295,327,-1.4293,2734,2.47856,701,-0.0387
GRCh38_ENSG00000123689,GRCh38_G0S2,17,-0.2977,8,-1.4610,32,0.95634,41,1.14968,12,-0.9451
GRCh38_ENSG00000162757,GRCh38_C1orf74,14,-1.0767,38,0.52880,20,-0.6962,39,0.53744,32,0.24507
GRCh38_ENSG00000117595,GRCh38_IRF6,59,-1.7373,183,-0.0152,185,0.00561,119,-0.6931,249,0.66331
GRCh38_ENSG00000117625,GRCh38_RCOR3,28,0.35244,19,-0.2615,21,-0.0774,22,-0.0235,23,0.10709
GRCh38_ENSG00000170385,GRCh38_SLC30A1,12,-1.0824,30,0.27635,34,0.60042,15,-0.7807,22,-0.2632
GRCh38_ENSG00000123684,GRCh38_LPGAT1,6,-1.7229,6,-1.7738,34,1.43461,24,0.34342,15,-0.4481
GRCh38_ENSG00000143493,GRCh38_INTS7,9,-0.6353,13,-0.1864,14,-0.0057,21,0.60652,15,0.06304
GRCh38_ENSG00000066027,GRCh38_PPP2R5A,24,-1.2769,55,-0.0165,64,0.29261,31,-0.8800,66,0.37233
GRCh38_ENSG00000117691,GRCh38_NENF,90,0.25238,35,-1.3147,70,-0.1705,178,1.43619,73,-0.1055
GRCh38_ENSG00000162772,GRCh38_ATF3,18,-0.3768,23,-0.0094,22,-0.1123,15,-0.6372,29,0.46469
GRCh38_ENSG00000143499,GRCh38_SMYD2,38,0.29786,8,-2.2197,35,0.26705,50,0.78072,34,0.18991
GRCh38_ENSG00000152104,GRCh38_PTPN14,24,-0.5058,14,-1.4281,55,1.25870,23,-0.5309,29,-0.2513
GRCh38_ENSG00000117724,GRCh38_CENPF,8,-0.8633,2,-2.5997,21,0.79781,36,1.53915,11,-0.5063
GRCh38_ENSG00000092978,GRCh38_GPATCH2,14,-0.1662,13,-0.2760,21,0.59510,17,0.09277,12,-0.4417
GRCh38_ENSG00000143353,GRCh38_LYPLAL1,8,-0.5869,14,0.25145,11,-0.2372,15,0.29919,13,0.10075
GRCh38_ENSG00000136628,GRCh38_EPRS,37,-0.6284,41,-0.5074,66,0.38792,55,-0.0183,60,0.16940
GRCh38_ENSG00000067704,GRCh38_IARS2,25,-0.5663,23,-0.8066,37,0.04454,60,0.81839,41,0.23183
GRCh38_ENSG00000118873,GRCh38_RAB3GAP2,15,-0.8458,14,-1.0312,41,1.11339,32,0.38197,19,-0.5603
GRCh38_ENSG00000143507,GRCh38_DUSP10,12,-0.4172,21,0.62440,17,0.26737,6,-1.3379,13,-0.2671
GRCh38_ENSG00000154305,GRCh38_MIA3,29,-0.0755,20,-0.7094,45,0.90554,32,0.09522,22,-0.5986
GRCh38_ENSG00000186063,GRCh38_AIDA,61,0.10543,39,-0.6321,62,0.17659,112,1.14348,44,-0.5132
GRCh38_ENSG00000162819,GRCh38_BROX,18,-1.1396,30,-0.3683,47,0.48081,45,0.30593,37,-0.0364
GRCh38_ENSG00000162909,GRCh38_CAPN2,231,-0.2216,185,-0.6215,191,-0.6312,548,1.22902,309,0.32846
GRCh38_ENSG00000143514,GRCh38_TP53BP2,29,-0.5098,67,0.94712,38,-0.1495,38,-0.1282,31,-0.5093
GRCh38_ENSG00000143756,GRCh38_FBXO28,15,-0.9218,20,-0.5596,30,0.23245,27,-0.0283,33,0.43253
GRCh38_ENSG00000143753,GRCh38_DEGS1,37,-0.5405,30,-0.9232,68,0.59258,52,-0.0109,56,0.13940
GRCh38_ENSG00000143771,GRCh38_CNIH4,44,-0.5392,44,-0.5734,63,0.02928,74,0.29545,74,0.39763
GRCh38_ENSG00000162923,GRCh38_WDR26,46,-0.8234,109,0.63597,92,0.37045,76,-0.0228,53,-0.7239
GRCh38_ENSG00000143815,GRCh38_LBR,26,0.00740,10,-1.4668,29,0.24284,34,0.46650,30,0.31030
GRCh38_ENSG00000154380,GRCh38_ENAH,46,-1.3688,82,-0.5482,176,1.05260,33,-1.8462,116,0.08266
GRCh38_ENSG00000143742,GRCh38_SRP9,59,-0.2175,45,-0.7092,80,0.36103,94,0.54109,64,-0.0978
GRCh38_ENSG00000143819,GRCh38_EPHX1,22,0.25505,14,-0.4715,29,1.05854,4,-2.3502,14,-0.4627
GRCh38_ENSG00000196187,GRCh38_TMEM63A,21,0.51550,17,0.14818,14,-0.0986,14,-0.1412,14,-0.2226
GRCh38_ENSG00000143811,GRCh38_PYCR2,19,-0.0705,16,-0.3583,14,-0.6266,35,0.93014,23,0.32382
GRCh38_ENSG00000163041,GRCh38_H3F3A,295,-0.5456,380,-0.1696,500,0.38584,434,0.06009,396,-0.1071
GRCh38_ENSG00000182827,GRCh38_ACBD3,33,-0.3643,49,0.29948,48,0.30389,42,-0.0064,33,-0.4432
GRCh38_ENSG00000143799,GRCh38_PARP1,44,0.46898,14,-1.3812,25,-0.5066,75,1.38372,36,0.15230
GRCh38_ENSG00000143772,GRCh38_ITPKB,21,0.19909,24,0.44300,14,-0.5296,18,-0.0133,19,0.03507
GRCh38_ENSG00000143740,GRCh38_SNAP47,21,-0.0295,19,-0.2522,18,-0.3377,30,0.54132,24,0.23903
GRCh38_ENSG00000081692,GRCh38_JMJD4,22,-0.1618,21,-0.2951,24,-0.0976,32,0.37845,27,0.18895
GRCh38_ENSG00000143761,GRCh38_ARF1,151,-0.4965,189,-0.1617,232,0.23788,248,0.29588,199,-0.0793
GRCh38_ENSG00000143793,GRCh38_C1orf35,13,-0.2276,11,-0.4828,13,-0.3567,22,0.55554,19,0.45737
GRCh38_ENSG00000162910,GRCh38_MRPL55,60,0.07245,27,-1.2786,57,-0.0250,83,0.59421,70,0.40453
GRCh38_ENSG00000143774,GRCh38_GUK1,270,-0.4539,290,-0.3797,353,-0.0417,430,0.28644,421,0.33240
GRCh38_ENSG00000154370,GRCh38_TRIM11,17,-0.3330,17,-0.3742,16,-0.4856,23,0.13609,29,0.72166
GRCh38_ENSG00000168159,GRCh38_RNF187,97,-0.2874,96,-0.3410,107,-0.1753,107,-0.1257,149,0.54169
GRCh38_ENSG00000168118,GRCh38_RAB4A,29,-0.6542,29,-0.6787,44,0.03153,63,0.59233,51,0.33491
GRCh38_ENSG00000069248,GRCh38_NUP133,17,-0.3363,11,-1.0154,21,-0.0224,33,0.73441,25,0.36907
GRCh38_ENSG00000135801,GRCh38_TAF5L,10,-0.3816,13,0.11990,15,0.35059,16,0.40578,9,-0.5526
GRCh38_ENSG00000143641,GRCh38_GALNT2,66,0.31191,27,-1.1930,57,0.08489,80,0.63452,58,0.13895
GRCh38_ENSG00000135775,GRCh38_COG2,23,0.38153,10,-1.0179,14,-0.5811,29,0.71413,24,0.55772
GRCh38_ENSG00000119280,GRCh38_C1orf198,30,-0.4193,25,-0.7397,57,0.86861,35,-0.1476,34,-0.2648
GRCh38_ENSG00000173409,GRCh38_ARV1,9,-0.4965,11,-0.1944,12,-0.0720,15,0.30097,14,0.25045
GRCh38_ENSG00000182118,GRCh38_FAM89A,18,-1.4513,55,0.25942,43,-0.2335,43,-0.1789,60,0.48000
GRCh38_ENSG00000143633,GRCh38_C1orf131,7,-0.6122,4,-1.4852,11,-0.0567,14,0.42527,16,0.80769
GRCh38_ENSG00000116906,GRCh38_GNPAT,33,0.10015,16,-1.0665,30,-0.0352,48,0.70266,35,0.25843
GRCh38_ENSG00000116903,GRCh38_EXOC8,13,-0.0392,10,-0.4043,16,0.39523,14,0.07419,12,-0.1519
GRCh38_ENSG00000135766,GRCh38_EGLN1,12,-0.7544,13,-0.6310,30,0.99946,22,0.23220,14,-0.5841
GRCh38_ENSG00000116918,GRCh38_TSNAX,28,-0.1152,22,-0.5503,35,0.28086,43,0.57898,28,-0.1661
GRCh38_ENSG00000116991,GRCh38_SIPA1L2,11,-0.9193,18,-0.1840,26,0.59398,11,-0.8121,20,0.08045
GRCh38_ENSG00000135778,GRCh38_NTPCR,22,-0.3236,9,-1.8416,31,0.26698,30,0.16853,37,0.64946
GRCh38_ENSG00000135750,GRCh38_KCNK1,18,-1.4411,56,0.32061,39,-0.3704,50,0.07095,58,0.45005
GRCh38_ENSG00000168275,GRCh38_COA6,25,-0.6115,28,-0.5004,25,-0.7702,53,0.57916,55,0.86770
GRCh38_ENSG00000059588,GRCh38_TARBP1,19,-0.3056,13,-0.8990,24,0.14624,14,-0.6785,31,0.71323
GRCh38_ENSG00000168264,GRCh38_IRF2BP2,83,-0.6437,111,-0.2162,124,-0.0147,78,-0.7410,166,0.61530
GRCh38_ENSG00000173726,GRCh38_TOMM20,108,-0.1309,85,-0.5546,116,-0.0175,151,0.41496,131,0.23936
GRCh38_ENSG00000054267,GRCh38_ARID4B,30,0.14154,24,-0.2592,38,0.67702,25,-0.1749,20,-0.5883
GRCh38_ENSG00000152904,GRCh38_GGPS1,15,-0.7080,18,-0.4914,31,0.55471,24,0.02780,23,-0.0188
GRCh38_ENSG00000162885,GRCh38_B3GALNT2,13,-0.7469,14,-0.6792,27,0.55484,32,0.69877,18,-0.2588
GRCh38_ENSG00000168243,GRCh38_GNG4,14,0.18696,9,-0.4967,8,-0.7001,37,1.94945,9,-0.5355
GRCh38_ENSG00000143669,GRCh38_LYST,14,-1.0881,17,-0.8420,50,1.41139,26,-0.1211,19,-0.7547
GRCh38_ENSG00000116962,GRCh38_NID1,38,0.98519,10,-1.2470,27,0.52395,56,1.68620,5,-2.3061
GRCh38_ENSG00000077585,GRCh38_GPR137B,11,-1.0719,22,0.08267,27,0.51747,7,-1.6758,23,0.17874
GRCh38_ENSG00000116977,GRCh38_LGALS8,34,-0.5019,47,0.01628,43,-0.1572,60,0.41410,49,0.12732
GRCh38_ENSG00000119285,GRCh38_HEATR1,17,-0.3079,11,-0.9966,27,0.62029,27,0.43272,19,-0.1492
GRCh38_ENSG00000116984,GRCh38_MTR,16,0.22515,7,-1.1790,16,0.35359,18,0.47512,14,-0.0138
GRCh38_ENSG00000091483,GRCh38_FH,12,-0.6189,19,0.01978,23,0.40840,31,0.82429,13,-0.7475
GRCh38_ENSG00000143702,GRCh38_CEP170,10,-0.7013,4,-2.0992,38,2.24602,18,0.12553,5,-1.9078
GRCh38_ENSG00000054282,GRCh38_SDCCAG8,21,-0.8343,15,-1.4264,32,-0.2576,97,1.69471,40,0.18647
GRCh38_ENSG00000117020,GRCh38_AKT3,9,-0.5304,4,-1.7583,20,1.07686,26,1.20536,7,-0.9555
GRCh38_ENSG00000035687,GRCh38_ADSS,22,-0.3971,20,-0.6186,30,0.10013,40,0.55257,31,0.18282
GRCh38_ENSG00000121644,GRCh38_DESI2,4,-1.8085,14,-0.0089,20,0.76363,13,-0.0627,12,-0.3400
GRCh38_ENSG00000203667,GRCh38_COX20,31,-0.2220,21,-0.8819,29,-0.4379,75,1.24155,41,0.29864
GRCh38_ENSG00000153187,GRCh38_HNRNPU,186,-0.0273,123,-0.7347,214,0.26572,302,0.77625,171,-0.2039
GRCh38_ENSG00000185420,GRCh38_SMYD3,21,0.66165,6,-1.4486,15,0.22493,25,0.93646,12,-0.3052
GRCh38_ENSG00000162852,GRCh38_CNST,13,-0.3492,24,0.79819,20,0.53750,16,0.00867,7,-1.4856
GRCh38_ENSG00000153207,GRCh38_AHCTF1,13,-0.9324,23,-0.1011,38,1.02353,23,-0.0852,16,-0.8179
GRCh38_ENSG00000162714,GRCh38_ZNF496,12,-0.1089,13,0.03024,12,-0.1693,18,0.53048,12,-0.0764
GRCh38_ENSG00000175137,GRCh38_SH3BP5L,3,-2.4611,29,0.87147,19,0.08933,19,0.06397,15,-0.3690
GRCh38_ENSG00000171161,GRCh38_ZNF672,14,-0.6863,16,-0.5257,26,0.33567,30,0.47972,22,0.01572
GRCh38_ENSG00000171163,GRCh38_ZNF692,41,0.80234,17,-0.6687,7,-2.1349,34,0.46970,41,1.10425
GRCh38_ENSG00000184731,GRCh38_FAM110C,2,-3.2177,18,-0.5142,23,-0.0657,20,-0.2379,37,1.00626
GRCh38_ENSG00000035115,GRCh38_SH3YL1,7,-1.5699,10,-1.0045,26,0.64644,20,0.10569,22,0.29645
GRCh38_ENSG00000143727,GRCh38_ACP1,66,-0.2007,59,-0.4360,60,-0.4285,135,0.97169,84,0.23602
GRCh38_ENSG00000151353,GRCh38_TMEM18,17,-0.2141,12,-0.7874,19,0.01291,35,1.00660,19,0.01156
GRCh38_ENSG00000130508,GRCh38_PXDN,116,0.64832,42,-1.0453,105,0.67612,165,1.26809,32,-1.5708
GRCh38_ENSG00000032389,GRCh38_EIPR1,12,-1.1579,21,-0.3080,19,-0.5918,46,0.96371,33,0.54699
GRCh38_ENSG00000171853,GRCh38_TRAPPC12,37,0.02340,21,-0.8864,30,-0.3964,47,0.42084,49,0.66318
GRCh38_ENSG00000182551,GRCh38_ADI1,31,-0.8115,37,-0.5972,54,0.05732,68,0.42212,63,0.39639
GRCh38_ENSG00000171865,GRCh38_RNASEH1,22,-0.1679,18,-0.5581,21,-0.2747,41,0.86483,27,0.23300
GRCh38_ENSG00000171863,GRCh38_RPS7,723,-0.4896,639,-0.7477,850,-0.2974,1271,0.41308,1347,0.69511
GRCh38_ENSG00000134326,GRCh38_CMPK2,35,-0.1385,29,-0.4837,38,0.02187,26,-0.5822,49,0.54284
GRCh38_ENSG00000134321,GRCh38_RSAD2,112,-0.3527,176,0.43169,151,0.16882,92,-0.6546,129,-0.1637
GRCh38_ENSG00000235576,GRCh38_LINC01871,8,-0.8854,10,-0.7221,13,-0.2335,8,-0.8730,24,1.14923
GRCh38_ENSG00000115738,GRCh38_ID2,22,-0.5099,14,-1.2675,51,1.21409,18,-0.7758,28,-0.1830
GRCh38_ENSG00000134313,GRCh38_KIDINS220,30,-0.1089,19,-0.9164,41,0.53402,36,0.16497,32,-0.0280
GRCh38_ENSG00000143797,GRCh38_MBOAT2,34,-2.1945,219,0.79887,172,0.37218,103,-0.5315,118,-0.4011
GRCh38_ENSG00000151693,GRCh38_ASAP2,25,-0.5024,33,-0.0470,29,-0.3633,72,1.25170,31,-0.1883
GRCh38_ENSG00000119185,GRCh38_ITGB1BP1,48,-0.1478,40,-0.4876,41,-0.4989,100,1.07439,59,0.23469
GRCh38_ENSG00000119203,GRCh38_CPSF3,27,-0.4484,26,-0.5034,33,-0.1256,53,0.64226,41,0.29724
GRCh38_ENSG00000134330,GRCh38_IAH1,20,-0.2914,17,-0.5204,22,-0.1303,34,0.57488,27,0.29726
GRCh38_ENSG00000151694,GRCh38_ADAM17,22,-1.2613,37,-0.5670,78,0.97031,40,-0.3760,47,-0.1687
GRCh38_ENSG00000134308,GRCh38_YWHAQ,231,-0.8859,416,0.03300,410,0.00976,527,0.41413,421,0.06275
GRCh38_ENSG00000134317,GRCh38_GRHL1,16,-2.2256,128,1.25238,65,-0.0957,8,-3.2209,70,0.03753
GRCh38_ENSG00000172059,GRCh38_KLF11,16,0.24020,9,-0.6791,18,0.53456,13,-0.0816,13,-0.2059
GRCh38_ENSG00000171848,GRCh38_RRM2,17,-0.5705,3,-3.1902,21,-0.3208,111,2.78130,18,-0.6441
GRCh38_ENSG00000115756,GRCh38_HPCAL1,38,0.23152,33,0.01199,27,-0.3562,43,0.41886,33,0.02137
GRCh38_ENSG00000115758,GRCh38_ODC1,44,-0.8738,24,-1.8590,36,-1.3811,384,3.14237,62,-0.4260
GRCh38_ENSG00000115761,GRCh38_NOL10,18,-0.3034,9,-1.4058,21,-0.1014,43,1.12688,26,0.33235
GRCh38_ENSG00000143870,GRCh38_PDIA6,239,0.22571,136,-0.7291,171,-0.3854,529,1.61739,175,-0.3419
GRCh38_ENSG00000134318,GRCh38_ROCK2,15,-0.9355,9,-1.7991,56,1.81109,32,0.21761,15,-1.1375
GRCh38_ENSG00000169016,GRCh38_E2F6,16,0.11798,9,-0.9427,13,-0.2757,23,0.66081,19,0.43244
GRCh38_ENSG00000134324,GRCh38_LPIN1,23,0.46877,11,-0.7230,29,1.22887,7,-1.3876,11,-0.8385
GRCh38_ENSG00000071575,GRCh38_TRIB2,19,-0.3925,25,-0.0042,35,0.76746,20,-0.3745,18,-0.5895
GRCh38_ENSG00000162981,GRCh38_LRATD1,11,-0.5311,11,-0.5114,21,0.67216,0,-5.0500,19,0.45613
GRCh38_ENSG00000151779,GRCh38_NBAS,18,-0.0865,12,-0.8487,27,0.72246,21,0.16113,17,-0.2968
