Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
GRCh38_ENSG00000011105,GRCh38_TSPAN9,63,0.16543,28,-1.1926,53,-0.1451,95,0.83435,66,0.30349
GRCh38_ENSG00000118971,GRCh38_CCND2,109,0.01582,75,-0.6237,135,0.47431,176,0.80238,81,-0.5710
GRCh38_ENSG00000078237,GRCh38_TIGAR,8,-1.1982,13,-0.5782,14,-0.5120,26,0.55067,27,0.87059
GRCh38_ENSG00000047621,GRCh38_C12orf4,2,-2.2703,10,-0.1480,9,-0.3949,17,0.75901,14,0.57290
GRCh38_ENSG00000010219,GRCh38_DYRK4,18,0.51796,9,-0.6859,17,0.46803,10,-0.4623,12,-0.1299
GRCh38_ENSG00000139180,GRCh38_NDUFA9,62,-0.3500,62,-0.3874,69,-0.2564,135,0.90383,84,0.15615
GRCh38_ENSG00000110799,GRCh38_VWF,187,1.19331,71,-0.4377,120,0.58849,180,1.12929,16,-2.9039
GRCh38_ENSG00000010278,GRCh38_CD9,204,-1.1286,376,-0.2018,275,-0.8138,501,0.28033,644,0.98052
GRCh38_ENSG00000067182,GRCh38_TNFRSF1A,119,-0.7637,163,-0.3029,201,0.08291,215,0.16903,224,0.30910
GRCh38_ENSG00000111319,GRCh38_SCNN1A,6,-2.9076,139,2.57394,33,-0.6607,1,-5.4122,26,-1.0512
GRCh38_ENSG00000111321,GRCh38_LTBR,140,-0.5452,168,-0.2964,139,-0.6877,339,0.88420,252,0.51475
GRCh38_ENSG00000215039,GRCh38_CD27-AS1,15,0.18960,11,-0.2517,5,-1.5990,17,0.38848,20,1.00898
GRCh38_ENSG00000139193,GRCh38_CD27,40,1.69244,7,-1.1717,18,0.36015,4,-1.7370,12,-0.3721
GRCh38_ENSG00000139192,GRCh38_TAPBPL,66,0.31212,39,-0.5754,45,-0.3792,42,-0.3946,74,0.69333
GRCh38_ENSG00000111639,GRCh38_MRPL51,138,-0.4694,128,-0.6436,118,-0.8598,413,1.36335,232,0.48182
GRCh38_ENSG00000010292,GRCh38_NCAPD2,11,-0.8688,11,-0.9017,22,0.34372,37,1.11366,18,-0.1507
GRCh38_ENSG00000111640,GRCh38_GAPDH,2134,-0.3472,1690,-0.7785,1924,-0.6264,8283,2.02707,2333,-0.2607
GRCh38_ENSG00000010295,GRCh38_IFFO1,45,1.27763,10,-1.2319,26,0.43112,25,0.29265,14,-0.7278
GRCh38_ENSG00000111641,GRCh38_NOP2,31,-0.4167,17,-1.4112,25,-0.8827,65,0.79134,66,1.14942
GRCh38_ENSG00000111642,GRCh38_CHD4,72,-0.4886,71,-0.5506,118,0.38550,123,0.36698,97,-0.0235
GRCh38_ENSG00000184574,GRCh38_LPAR5,12,-0.4928,14,-0.3338,16,-0.1570,16,-0.0733,22,0.56571
GRCh38_ENSG00000111653,GRCh38_ING4,15,-0.3511,19,0.02373,16,-0.3597,15,-0.3505,24,0.55699
GRCh38_ENSG00000111652,GRCh38_COPS7A,39,-0.3971,35,-0.6003,30,-0.9741,79,0.75277,74,0.89701
GRCh38_ENSG00000089693,GRCh38_MLF2,156,-0.2873,149,-0.4005,123,-0.8054,293,0.73559,253,0.66296
GRCh38_ENSG00000159335,GRCh38_PTMS,154,-0.2423,148,-0.3436,150,-0.3624,231,0.40375,223,0.46308
GRCh38_ENSG00000089692,GRCh38_LAG3,46,1.03286,11,-1.2750,28,0.24194,23,-0.0785,24,-0.0723
GRCh38_ENSG00000010610,GRCh38_CD4,11,-0.9950,12,-0.9191,41,1.76678,7,-1.5511,14,-0.7716
GRCh38_ENSG00000111667,GRCh38_USP5,43,-0.4596,45,-0.4139,40,-0.6770,121,1.25288,66,0.30710
GRCh38_ENSG00000111669,GRCh38_TPI1,530,-0.4114,450,-0.7285,473,-0.7206,1666,1.52548,786,0.28507
GRCh38_ENSG00000111671,GRCh38_SPSB2,15,0.33826,7,-0.8082,8,-0.7158,17,0.52137,16,0.68185
GRCh38_ENSG00000111674,GRCh38_ENO2,19,0.71036,8,-0.7517,9,-0.5932,22,1.03529,12,0.06923
GRCh38_ENSG00000111676,GRCh38_ATN1,40,0.38793,23,-0.5157,21,-0.7207,42,0.47947,40,0.53884
GRCh38_ENSG00000111678,GRCh38_C12orf57,114,0.30412,68,-0.5650,84,-0.2401,106,0.18327,112,0.37054
GRCh38_ENSG00000111679,GRCh38_PTPN6,55,0.50127,24,-0.8381,34,-0.2945,45,0.17592,50,0.46045
GRCh38_ENSG00000257084,GRCh38_MIR200CHG,8,-1.2547,16,-0.1361,14,-0.4111,8,-1.1628,29,1.10213
GRCh38_ENSG00000215021,GRCh38_PHB2,99,-0.3612,85,-0.6568,100,-0.4191,244,1.13374,143,0.29612
GRCh38_ENSG00000126749,GRCh38_EMG1,35,-0.6008,31,-0.8778,37,-0.6449,125,1.50940,62,0.37074
GRCh38_ENSG00000111684,GRCh38_LPCAT3,22,-0.7877,18,-1.1605,44,0.38630,55,0.63522,41,0.21848
GRCh38_ENSG00000182326,GRCh38_C1S,817,0.33981,283,-1.4178,569,-0.3016,668,0.01478,954,0.82887
GRCh38_ENSG00000159403,GRCh38_C1R,655,0.30672,307,-0.9705,502,-0.1553,569,0.07761,693,0.53571
GRCh38_ENSG00000139178,GRCh38_C1RL,29,-0.0208,26,-0.2353,27,-0.2284,28,-0.1179,36,0.42607
GRCh38_ENSG00000139182,GRCh38_CLSTN3,13,-0.3350,13,-0.4105,9,-1.0243,31,1.03745,22,0.64339
GRCh38_ENSG00000139197,GRCh38_PEX5,23,-0.1247,18,-0.5161,18,-0.5615,30,0.33363,34,0.70238
GRCh38_ENSG00000177575,GRCh38_CD163,10,-1.2966,13,-1.0185,50,1.82420,11,-1.2246,16,-0.7894
GRCh38_ENSG00000059804,GRCh38_SLC2A3,31,0.72165,9,-1.3337,33,1.12356,30,0.66636,8,-1.6233
GRCh38_ENSG00000065970,GRCh38_FOXJ2,11,-0.6998,14,-0.3228,23,0.63672,15,-0.2384,16,-0.1156
GRCh38_ENSG00000171860,GRCh38_C3AR1,23,0.13921,8,-1.4856,35,1.20967,8,-1.5192,19,-0.1840
GRCh38_ENSG00000089818,GRCh38_NECAP1,21,-0.2429,23,-0.0856,21,-0.3100,39,0.76800,25,0.05126
GRCh38_ENSG00000166532,GRCh38_RIMKLB,16,0.44441,6,-1.2506,10,-0.3227,24,1.04527,14,0.21267
GRCh38_ENSG00000166535,GRCh38_A2ML1,32,-2.2172,286,1.50508,94,-0.7270,108,-0.3830,127,-0.1587
GRCh38_ENSG00000003056,GRCh38_M6PR,52,-0.7378,51,-0.8582,102,0.41991,118,0.54378,88,0.08504
GRCh38_ENSG00000175899,GRCh38_A2M,195,0.11470,75,-1.4600,359,1.76365,185,0.02917,69,-1.7249
GRCh38_ENSG00000284634,GRCh38_AC092821.3,16,0.52765,5,-1.2974,6,-1.0978,23,1.18105,15,0.64675
GRCh38_ENSG00000069493,GRCh38_CLEC2D,33,0.79140,9,-1.3647,23,0.27212,12,-0.8494,24,0.33628
GRCh38_ENSG00000110852,GRCh38_CLEC2B,37,-0.5653,30,-0.9944,63,0.34414,51,-0.0738,66,0.45972
GRCh38_ENSG00000172243,GRCh38_CLEC7A,21,-1.3691,44,-0.3211,64,0.41701,27,-1.0322,66,0.49486
GRCh38_ENSG00000139112,GRCh38_GABARAPL1,36,0.38814,24,-0.3149,32,0.28113,33,0.24848,23,-0.3883
GRCh38_ENSG00000111196,GRCh38_MAGOHB,10,-0.9767,12,-0.8206,21,0.14080,39,1.16048,19,0.01865
GRCh38_ENSG00000060138,GRCh38_YBX3,147,-0.9486,224,-0.3316,324,0.38270,280,0.05213,287,0.12207
GRCh38_ENSG00000256537,GRCh38_SMIM10L1,21,-0.6248,11,-1.7122,28,-0.2026,72,1.44185,37,0.38403
GRCh38_ENSG00000139083,GRCh38_ETV6,23,-0.7611,32,-0.3118,52,0.66153,25,-0.6613,38,0.00805
GRCh38_ENSG00000165714,GRCh38_BORCS5,12,-0.4726,30,1.14824,4,-2.3468,22,0.42508,20,0.40360
GRCh38_ENSG00000111266,GRCh38_DUSP16,18,-0.6426,32,0.26945,35,0.55582,12,-1.2278,25,-0.2110
GRCh38_ENSG00000111269,GRCh38_CREBL2,27,0.00809,17,-0.7703,33,0.42212,32,0.25259,26,-0.0694
GRCh38_ENSG00000111276,GRCh38_CDKN1B,68,0.84457,33,-0.3591,48,0.35865,31,-0.4286,32,-0.4432
GRCh38_ENSG00000013588,GRCh38_GPRC5A,9,-1.9313,62,1.23954,37,0.21219,36,0.12555,18,-1.1631
GRCh38_ENSG00000247498,GRCh38_GPRC5D-AS1,9,-0.9601,12,-0.5671,14,-0.4459,21,0.27331,26,0.89726
GRCh38_ENSG00000013583,GRCh38_HEBP1,20,-0.7894,23,-0.6886,36,0.13567,40,0.25496,42,0.44301
GRCh38_ENSG00000134531,GRCh38_EMP1,164,-0.8733,437,0.80929,341,0.37288,402,0.55223,135,-1.3824
GRCh38_ENSG00000171681,GRCh38_ATF7IP,55,-0.7503,67,-0.4770,126,0.78234,84,-0.0839,79,-0.2377
GRCh38_ENSG00000121316,GRCh38_PLBD1,32,-1.9132,268,1.84694,87,-0.5101,19,-2.6883,94,-0.3657
GRCh38_ENSG00000246705,GRCh38_H2AFJ,128,-1.1589,488,1.17454,233,-0.2973,150,-0.9213,251,-0.1554
GRCh38_ENSG00000084463,GRCh38_WBP11,42,-0.4061,43,-0.4151,45,-0.3975,78,0.56411,69,0.50495
GRCh38_ENSG00000111341,GRCh38_MGP,47,0.11574,33,-0.4789,74,1.24978,20,-1.1697,27,-0.8823
GRCh38_ENSG00000111348,GRCh38_ARHGDIB,128,0.44899,52,-1.0392,124,0.53242,142,0.62095,75,-0.5107
GRCh38_ENSG00000023734,GRCh38_STRAP,83,-0.3406,94,-0.1754,75,-0.6270,176,0.88207,121,0.33495
GRCh38_ENSG00000023697,GRCh38_DERA,8,-1.9343,20,-0.6513,41,0.76594,24,-0.2596,31,0.18729
GRCh38_ENSG00000052126,GRCh38_PLEKHA5,12,-1.1596,20,-0.4318,31,0.43965,30,0.24627,27,0.08308
GRCh38_ENSG00000139154,GRCh38_AEBP2,16,-1.2743,17,-1.2717,53,0.80356,25,-0.6300,46,0.43812
GRCh38_ENSG00000121350,GRCh38_PYROXD1,5,-1.4985,10,-0.4756,17,0.54444,10,-0.4228,15,0.32042
GRCh38_ENSG00000004700,GRCh38_RECQL,25,-0.3781,17,-1.0322,42,0.56731,65,1.16947,24,-0.5704
GRCh38_ENSG00000111711,GRCh38_GOLT1B,48,0.08444,40,-0.2189,53,0.35588,63,0.54433,34,-0.5689
GRCh38_ENSG00000111716,GRCh38_LDHB,122,-0.0373,44,-1.7278,127,0.02752,419,2.17091,81,-0.8265
GRCh38_ENSG00000111726,GRCh38_CMAS,34,-0.9104,89,0.69485,51,-0.3764,91,0.62772,54,-0.2763
GRCh38_ENSG00000139163,GRCh38_ETNK1,31,-0.6933,40,-0.3276,63,0.57503,54,0.17140,43,-0.2219
GRCh38_ENSG00000060982,GRCh38_BCAT1,22,0.22234,8,-1.3559,34,1.40420,23,0.28474,9,-1.3306
GRCh38_ENSG00000205707,GRCh38_ETFRF1,12,-0.3089,11,-0.6129,14,-0.1449,13,-0.2431,21,0.70945
GRCh38_ENSG00000133703,GRCh38_KRAS,35,0.10346,26,-0.4113,44,0.59919,30,-0.1511,28,-0.3586
GRCh38_ENSG00000123094,GRCh38_RASSF8,10,-0.7659,4,-2.1693,30,1.38463,20,0.27466,13,-0.4449
GRCh38_ENSG00000123104,GRCh38_ITPR2,17,-0.7929,17,-0.9332,57,1.66311,14,-1.0834,19,-0.7923
GRCh38_ENSG00000064102,GRCh38_INTS13,15,-0.3581,13,-0.5765,19,-0.0023,28,0.65764,21,0.18669
GRCh38_ENSG00000111790,GRCh38_FGFR1OP2,51,0.68836,24,-0.5836,31,-0.1435,38,0.18792,35,0.09017
GRCh38_ENSG00000064115,GRCh38_TM7SF3,49,-0.1211,28,-1.0388,50,-0.1063,92,0.91652,60,0.27002
GRCh38_ENSG00000152944,GRCh38_MED21,19,-0.5327,19,-0.5750,27,0.01281,47,0.89989,28,0.07737
GRCh38_ENSG00000211455,GRCh38_STK38L,14,-1.2076,47,0.83220,33,0.15615,16,-1.0182,27,-0.2061
GRCh38_ENSG00000029153,GRCh38_ARNTL2,67,-1.1487,121,-0.2602,198,0.77814,257,1.00736,81,-1.0307
GRCh38_ENSG00000110841,GRCh38_PPFIBP1,64,-0.2268,58,-0.4065,106,0.83127,72,-0.0428,55,-0.5651
GRCh38_ENSG00000061794,GRCh38_MRPS35,26,-0.5348,26,-0.5433,33,-0.1626,55,0.69462,43,0.34860
GRCh38_ENSG00000087448,GRCh38_KLHL42,24,-0.2161,20,-0.5265,25,-0.2144,53,1.07050,28,0.04009
GRCh38_ENSG00000087494,GRCh38_PTHLH,31,-0.6957,28,-0.8959,34,-0.6351,63,0.44290,75,1.04836
GRCh38_ENSG00000123106,GRCh38_CCDC91,8,-1.7985,16,-0.8874,45,1.15497,22,-0.3078,25,-0.1451
GRCh38_ENSG00000087502,GRCh38_ERGIC2,46,-0.2946,40,-0.5637,59,0.15527,96,0.92600,50,-0.1770
GRCh38_ENSG00000133704,GRCh38_IPO8,30,-0.2184,29,-0.3210,30,-0.2721,45,0.41003,41,0.36401
GRCh38_ENSG00000110888,GRCh38_CAPRIN2,27,0.11879,15,-0.8886,13,-1.1493,60,1.45282,32,0.50525
GRCh38_ENSG00000110900,GRCh38_TSPAN11,54,1.74625,6,-1.8956,14,-0.6607,79,2.56814,3,-2.8798
GRCh38_ENSG00000013573,GRCh38_DDX11,20,0.04821,8,-1.3606,18,-0.1317,37,1.03637,22,0.27480
GRCh38_ENSG00000174718,GRCh38_RESF1,27,-1.2513,44,-0.5531,122,1.76980,29,-1.1289,34,-1.0883
GRCh38_ENSG00000151746,GRCh38_BICD1,11,-0.4386,20,0.56661,14,-0.0895,18,0.39565,11,-0.4456
GRCh38_ENSG00000087470,GRCh38_DNM1L,42,-0.4879,39,-0.6596,62,0.18942,86,0.67864,59,0.07267
GRCh38_ENSG00000139131,GRCh38_YARS2,10,-0.1097,8,-0.6164,10,-0.3223,27,1.45194,10,-0.1540
GRCh38_ENSG00000057294,GRCh38_PKP2,11,-0.7386,13,-0.5799,11,-0.9132,62,2.11730,18,-0.1143
GRCh38_ENSG00000139116,GRCh38_KIF21A,21,0.32169,10,-0.8534,23,0.66328,21,0.30779,13,-0.5102
GRCh38_ENSG00000018236,GRCh38_CNTN1,6,-1.8119,15,-0.5744,15,-0.6414,45,1.31956,27,0.59480
GRCh38_ENSG00000134283,GRCh38_PPHLN1,23,0.15653,14,-0.6615,25,0.44484,27,0.46864,17,-0.3500
GRCh38_ENSG00000139168,GRCh38_ZCRB1,12,-0.6173,16,-0.1562,24,0.61071,24,0.50300,13,-0.6236
GRCh38_ENSG00000151239,GRCh38_TWF1,20,-1.4106,48,-0.1043,82,1.12885,44,-0.2423,34,-0.7637
GRCh38_ENSG00000184613,GRCh38_NELL2,6,-1.6670,11,-0.7554,18,0.05869,6,-1.5018,29,1.16953
GRCh38_ENSG00000177119,GRCh38_ANO6,18,-0.2167,10,-1.2222,36,1.24519,26,0.33831,13,-0.8805
GRCh38_ENSG00000139218,GRCh38_SCAF11,31,-0.6646,20,-1.3815,92,1.71184,32,-0.5915,30,-0.8299
GRCh38_ENSG00000111371,GRCh38_SLC38A1,32,0.03314,10,-1.7685,43,0.69514,29,-0.1238,34,0.18359
GRCh38_ENSG00000134294,GRCh38_SLC38A2,230,-0.1884,179,-0.6408,284,0.20005,226,-0.2112,307,0.36406
GRCh38_ENSG00000139211,GRCh38_AMIGO2,8,-0.6199,7,-0.8688,9,-0.4740,21,0.94422,16,0.63880
GRCh38_ENSG00000247774,GRCh38_PCED1B-AS1,53,1.80903,11,-0.8979,17,-0.1686,11,-0.7718,16,-0.2542
GRCh38_ENSG00000079337,GRCh38_RAPGEF3,23,0.32507,16,-0.3102,6,-1.9153,49,1.62763,22,0.34454
GRCh38_ENSG00000211584,GRCh38_SLC48A1,17,-0.0984,13,-0.5485,24,0.62732,18,0.01873,16,-0.2828
GRCh38_ENSG00000061273,GRCh38_HDAC7,55,0.97656,25,-0.2987,34,0.24124,44,0.61433,17,-1.0644
GRCh38_ENSG00000111424,GRCh38_VDR,24,0.03051,20,-0.3242,30,0.50398,20,-0.2223,21,-0.2370
GRCh38_ENSG00000134291,GRCh38_TMEM106C,27,0.48800,7,-1.6756,11,-1.0613,54,1.72194,24,0.35459
GRCh38_ENSG00000177981,GRCh38_ASB8,13,-0.5305,16,-0.1529,29,1.10782,14,-0.3229,11,-0.9335
GRCh38_ENSG00000174243,GRCh38_DDX23,27,-0.2301,28,-0.1792,33,0.15570,43,0.53509,28,-0.2067
GRCh38_ENSG00000134285,GRCh38_FKBP11,85,1.87845,22,-0.4424,42,0.82498,14,-1.1272,7,-2.4103
GRCh38_ENSG00000134287,GRCh38_ARF3,68,0.26136,41,-0.5787,53,-0.1779,84,0.59994,62,0.13623
GRCh38_ENSG00000181929,GRCh38_PRKAG1,24,0.14330,13,-0.9176,18,-0.3676,39,0.94799,26,0.31633
GRCh38_ENSG00000123416,GRCh38_TUBA1B,401,0.11441,197,-1.0847,409,0.18848,1065,1.83921,217,-1.0187
GRCh38_ENSG00000167552,GRCh38_TUBA1A,104,0.38325,49,-0.8807,147,1.43790,52,-0.7015,41,-1.2503
GRCh38_ENSG00000167553,GRCh38_TUBA1C,206,-1.0868,435,0.08630,399,-0.0830,581,0.55100,432,0.08489
GRCh38_ENSG00000123352,GRCh38_SPATS2,55,1.26706,19,-0.5591,18,-0.6432,43,0.84004,23,-0.2662
GRCh38_ENSG00000187778,GRCh38_MCRS1,25,-0.5721,27,-0.4939,26,-0.5979,50,0.54457,51,0.75415
GRCh38_ENSG00000161791,GRCh38_FMNL3,33,0.83919,11,-0.9135,21,0.09861,28,0.56752,17,-0.2785
GRCh38_ENSG00000139644,GRCh38_TMBIM6,225,-1.0217,433,-0.0029,555,0.54045,380,-0.2076,400,-0.1639
GRCh38_ENSG00000161800,GRCh38_RACGAP1,8,-0.7817,4,-1.9581,16,0.24161,41,1.89180,11,-0.3580
GRCh38_ENSG00000066117,GRCh38_SMARCD1,28,-0.1846,16,-1.1915,36,0.22348,56,0.92728,32,0.02973
GRCh38_ENSG00000178449,GRCh38_COX14,70,0.30669,29,-1.1840,49,-0.3298,82,0.56810,75,0.54264
GRCh38_ENSG00000139624,GRCh38_CERS5,24,0.27915,14,-0.6041,18,-0.2149,35,0.89143,20,-0.0042
GRCh38_ENSG00000050405,GRCh38_LIMA1,64,-1.0635,69,-1.0331,159,0.48233,160,0.36895,145,0.26981
GRCh38_ENSG00000161813,GRCh38_LARP4,16,-0.7104,14,-1.0010,31,0.35583,33,0.39914,30,0.28712
GRCh38_ENSG00000066084,GRCh38_DIP2B,28,-1.2014,54,-0.1869,73,0.40896,37,-0.7426,70,0.32240
GRCh38_ENSG00000123268,GRCh38_ATF1,10,-0.4195,5,-1.4493,10,-0.4848,24,0.98019,19,0.78745
GRCh38_ENSG00000185432,GRCh38_METTL7A,62,2.06645,15,-0.3897,28,0.88739,4,-2.3483,3,-2.7832
GRCh38_ENSG00000110911,GRCh38_SLC11A2,35,-0.3036,80,1.26351,47,0.19571,24,-0.8698,22,-1.2156
GRCh38_ENSG00000050426,GRCh38_LETMD1,31,0.26795,18,-0.6569,25,-0.1303,32,0.31646,30,0.27975
GRCh38_ENSG00000135457,GRCh38_TFCP2,20,-0.4528,29,0.15247,25,-0.1313,30,0.24025,27,0.06955
GRCh38_ENSG00000183283,GRCh38_DAZAP2,127,-0.4917,142,-0.3527,201,0.30599,199,0.21756,175,0.01578
GRCh38_ENSG00000170545,GRCh38_SMAGP,15,-1.5228,48,0.33533,37,-0.1721,36,-0.1803,48,0.38060
GRCh38_ENSG00000139629,GRCh38_GALNT6,61,-1.2225,171,0.43580,105,-0.4979,99,-0.4861,178,0.61047
GRCh38_ENSG00000139567,GRCh38_ACVRL1,28,1.13403,7,-1.1447,21,0.83988,22,0.74568,5,-1.7760
GRCh38_ENSG00000135503,GRCh38_ACVR1B,15,-0.5339,18,-0.1964,23,0.25409,14,-0.5965,24,0.28433
GRCh38_ENSG00000161835,GRCh38_GRASP,24,0.30100,8,-1.4419,40,1.78153,20,0.00228,6,-1.9557
GRCh38_ENSG00000123358,GRCh38_NR4A1,24,1.14611,7,-0.8765,10,-0.3653,16,0.44725,12,0.01078
GRCh38_ENSG00000123395,GRCh38_ATG101,47,0.11447,39,-0.2011,38,-0.2708,57,0.41339,48,0.15467
GRCh38_ENSG00000167767,GRCh38_KRT80,35,-2.9009,729,2.58816,230,-0.1043,6,-5.3526,78,-1.9952
GRCh38_ENSG00000170454,GRCh38_KRT75,49,-2.0522,267,0.65878,143,-0.5440,27,-2.9324,283,0.92940
GRCh38_ENSG00000185479,GRCh38_KRT6B,2574,-2.3385,16594,0.61697,12287,0.05334,2853,-2.1866,14757,0.45275
GRCh38_ENSG00000170465,GRCh38_KRT6C,727,-2.1039,3607,0.41404,2598,-0.2131,729,-2.0999,4136,0.81432
GRCh38_ENSG00000205420,GRCh38_KRT6A,2777,-2.1467,16730,0.74237,9145,-0.4263,4920,-1.2935,14956,0.61011
GRCh38_ENSG00000186081,GRCh38_KRT5,1541,-1.7042,3681,-0.4197,5423,0.31638,4221,-0.1629,5787,0.46270
GRCh38_ENSG00000167768,GRCh38_KRT1,159,-4.0334,4179,1.13091,2118,-0.2196,18,-7.1680,2911,0.45252
GRCh38_ENSG00000170423,GRCh38_KRT78,4,-2.3710,77,3.10309,12,-1.1640,4,-2.3037,8,-1.7349
GRCh38_ENSG00000170421,GRCh38_KRT8,36,-0.2322,12,-1.9904,13,-2.0445,265,3.88854,19,-1.4173
GRCh38_ENSG00000111057,GRCh38_KRT18,114,-0.1183,99,-0.3667,78,-0.8631,434,2.29926,82,-0.7729
GRCh38_ENSG00000063046,GRCh38_EIF4B,117,-0.5351,115,-0.6193,223,0.66291,170,0.04789,155,-0.1291
GRCh38_ENSG00000167778,GRCh38_SPRYD3,40,0.18582,29,-0.3282,38,0.14422,48,0.48257,31,-0.2423
GRCh38_ENSG00000167779,GRCh38_IGFBP6,73,-0.8273,72,-0.9211,113,-0.1841,335,1.72934,117,-0.1307
GRCh38_ENSG00000139631,GRCh38_CSAD,12,-0.2141,9,-0.7142,8,-1.0814,9,-0.7340,26,1.50793
GRCh38_ENSG00000139651,GRCh38_ZNF740,19,0.70004,7,-0.8390,10,-0.4592,13,0.02820,16,0.54703
GRCh38_ENSG00000139626,GRCh38_ITGB7,17,0.31850,14,-0.0452,11,-0.4966,7,-1.1004,19,0.64358
GRCh38_ENSG00000172819,GRCh38_RARG,53,-0.7827,80,-0.1755,69,-0.4775,74,-0.2910,130,0.87142
GRCh38_ENSG00000182544,GRCh38_MFSD5,35,-0.5480,53,0.10545,54,0.15839,47,-0.1202,51,0.00773
GRCh38_ENSG00000123349,GRCh38_PFDN5,371,0.11659,258,-0.5035,337,-0.0487,462,0.47545,363,0.10713
GRCh38_ENSG00000139637,GRCh38_C12orf10,22,-0.3215,17,-0.7930,32,0.39213,40,0.64344,25,-0.1088
GRCh38_ENSG00000094914,GRCh38_AAAS,29,0.87314,13,-0.4897,14,-0.3505,21,0.29337,18,0.05699
GRCh38_ENSG00000185591,GRCh38_SP1,16,-1.1860,34,-0.0336,49,0.76958,28,-0.3088,29,-0.3422
GRCh38_ENSG00000205352,GRCh38_PRR13,82,-0.4379,79,-0.5430,123,0.27865,143,0.45284,109,0.02521
GRCh38_ENSG00000197111,GRCh38_PCBP2,305,0.06636,185,-0.7895,274,-0.1352,482,0.82277,317,0.16455
GRCh38_ENSG00000139546,GRCh38_TARBP2,17,0.25662,8,-1.0335,13,-0.2271,23,0.73842,17,0.32670
GRCh38_ENSG00000170653,GRCh38_ATF7,19,0.26397,10,-0.8065,16,-0.0239,19,0.26607,18,0.28362
GRCh38_ENSG00000135390,GRCh38_ATP5MC2,126,-0.3559,102,-0.7413,144,-0.1820,238,0.68132,191,0.42107
GRCh38_ENSG00000012822,GRCh38_CALCOCO1,40,0.33433,54,0.95702,30,-0.1704,17,-1.0411,24,-0.5754
GRCh38_ENSG00000123415,GRCh38_SMUG1,30,-0.4321,31,-0.4385,34,-0.3209,53,0.46742,50,0.51340
GRCh38_ENSG00000094916,GRCh38_CBX5,41,-0.1977,17,-1.6558,63,0.67984,73,0.74789,42,-0.1845
GRCh38_ENSG00000135486,GRCh38_HNRNPA1,236,-0.1704,162,-0.8302,252,-0.0854,441,0.85722,291,0.21107
GRCh38_ENSG00000111481,GRCh38_COPZ1,87,-0.2698,91,-0.2309,100,-0.0671,128,0.33719,113,0.17847
GRCh38_ENSG00000161642,GRCh38_ZNF385A,22,-1.3696,74,0.61199,34,-0.8794,34,-0.6888,77,0.80923
GRCh38_ENSG00000161638,GRCh38_ITGA5,174,0.44676,77,-0.9168,81,-0.9219,313,1.47770,146,0.20560
GRCh38_ENSG00000170627,GRCh38_GTSF1,14,-1.0494,14,-1.1805,28,-0.0438,53,1.03826,35,0.45619
GRCh38_ENSG00000123338,GRCh38_NCKAP1L,31,0.70786,17,-0.3307,27,0.65557,7,-1.6195,16,-0.4197
GRCh38_ENSG00000172551,GRCh38_MUCL1,7,-2.5478,105,2.18796,36,-0.1767,0,-6.4974,22,-1.0380
GRCh38_ENSG00000135441,GRCh38_BLOC1S1,73,-0.2227,53,-0.7638,92,0.20342,114,0.50273,89,0.12356
GRCh38_ENSG00000135404,GRCh38_CD63,694,0.37333,374,-0.6736,659,0.38351,857,0.72583,413,-0.5630
GRCh38_ENSG00000205323,GRCh38_SARNP,33,-0.3658,24,-0.9689,44,0.06543,63,0.65620,49,0.32135
GRCh38_ENSG00000123353,GRCh38_ORMDL2,44,-1.2323,111,0.21694,88,-0.2199,129,0.44278,108,0.19742
GRCh38_ENSG00000135392,GRCh38_DNAJC14,19,0.47882,10,-0.5744,12,-0.2396,23,0.80845,14,-0.0487
GRCh38_ENSG00000170473,GRCh38_PYM1,19,0.07692,12,-0.6903,9,-1.2768,24,0.48293,28,1.08526
GRCh38_ENSG00000065357,GRCh38_DGKA,62,-0.5660,66,-0.5064,57,-0.8409,103,0.24139,139,1.05701
GRCh38_ENSG00000123374,GRCh38_CDK2,9,-0.7569,18,0.28629,13,-0.2632,30,1.13970,12,-0.4023
GRCh38_ENSG00000111540,GRCh38_RAB5B,60,-0.2254,83,0.32812,65,-0.1308,48,-0.5876,75,0.16260
GRCh38_ENSG00000197728,GRCh38_RPS26,666,0.05694,455,-0.5996,481,-0.5661,1041,0.79733,789,0.44495
GRCh38_ENSG00000065361,GRCh38_ERBB3,12,-2.1762,114,1.56589,54,0.03301,11,-2.3199,40,-0.5695
GRCh38_ENSG00000170515,GRCh38_PA2G4,84,-0.5480,87,-0.5490,111,-0.1444,182,0.69986,139,0.33660
GRCh38_ENSG00000229117,GRCh38_RPL41,2061,-0.5057,1814,-0.7716,3275,0.30366,3519,0.34807,3122,0.19951
GRCh38_ENSG00000139641,GRCh38_ESYT1,26,-0.6266,24,-0.8566,39,-0.0301,90,1.39074,38,-0.0671
GRCh38_ENSG00000196465,GRCh38_MYL6B,33,0.20882,18,-0.7684,26,-0.1721,47,0.81610,31,0.12865
GRCh38_ENSG00000092841,GRCh38_MYL6,1073,-0.2438,1055,-0.3017,1256,0.00778,1876,0.66648,1228,-0.0376
