Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
GRCh38_ENSG00000163558,GRCh38_PRKCI,14,-0.7861,24,0.78612
GRCh38_ENSG00000136603,GRCh38_SKIL,35,-1.3895,93,1.38956
GRCh38_ENSG00000163584,GRCh38_RPL22L1,111,-0.0346,113,0.03461
GRCh38_ENSG00000163577,GRCh38_EIF5A2,11,-0.9279,22,0.92796
GRCh38_ENSG00000075651,GRCh38_PLD1,26,-0.8340,47,0.83402
GRCh38_ENSG00000075420,GRCh38_FNDC3B,84,0.25541,70,-0.2554
GRCh38_ENSG00000121858,GRCh38_TNFSF10,212,-1.1343,466,1.13435
GRCh38_ENSG00000144959,GRCh38_NCEH1,11,-0.5137,15,0.51371
GRCh38_ENSG00000114346,GRCh38_ECT2,20,-0.0429,20,0.04294
GRCh38_ENSG00000177565,GRCh38_TBL1XR1,37,-1.0783,79,1.07838
GRCh38_ENSG00000172667,GRCh38_ZMAT3,17,-0.4391,24,0.43919
GRCh38_ENSG00000121879,GRCh38_PIK3CA,13,-0.7118,21,0.71188
GRCh38_ENSG00000121864,GRCh38_ZNF639,14,-0.7311,23,0.73112
GRCh38_ENSG00000171109,GRCh38_MFN1,19,-1.0866,42,1.08667
GRCh38_ENSG00000114450,GRCh38_GNB4,45,0.37822,34,-0.3782
GRCh38_ENSG00000136518,GRCh38_ACTL6A,17,-0.8632,31,0.86321
GRCh38_ENSG00000136522,GRCh38_MRPL47,30,-0.8308,53,0.83083
GRCh38_ENSG00000136521,GRCh38_NDUFB5,40,-0.5020,57,0.50202
GRCh38_ENSG00000163728,GRCh38_TTC14,18,-0.1475,20,0.14753
GRCh38_ENSG00000114416,GRCh38_FXR1,52,-0.1437,57,0.14379
GRCh38_ENSG00000205981,GRCh38_DNAJC19,24,-0.7356,40,0.73569
GRCh38_ENSG00000058063,GRCh38_ATP11B,25,-1.9633,97,1.96333
GRCh38_ENSG00000043093,GRCh38_DCUN1D1,33,-0.3297,41,0.32975
GRCh38_ENSG00000078070,GRCh38_MCCC1,16,0.35768,12,-0.3576
GRCh38_ENSG00000078081,GRCh38_LAMP3,36,0.21388,31,-0.2138
GRCh38_ENSG00000176597,GRCh38_B3GNT5,12,-1.7735,43,1.77357
GRCh38_ENSG00000114796,GRCh38_KLHL24,16,-0.3774,21,0.37749
GRCh38_ENSG00000163872,GRCh38_YEATS2,18,-0.4025,24,0.40250
GRCh38_ENSG00000175193,GRCh38_PARL,41,-0.3594,53,0.35946
GRCh38_ENSG00000114770,GRCh38_ABCC5,22,-0.3116,28,0.31161
GRCh38_ENSG00000145191,GRCh38_EIF2B5,66,0.47098,47,-0.4709
GRCh38_ENSG00000161202,GRCh38_DVL3,41,-0.1443,45,0.14431
GRCh38_ENSG00000161203,GRCh38_AP2M1,223,-0.3387,282,0.33879
GRCh38_ENSG00000161204,GRCh38_ABCF3,71,0.80679,40,-0.8067
GRCh38_ENSG00000214160,GRCh38_ALG3,54,-0.3327,68,0.33274
GRCh38_ENSG00000175166,GRCh38_PSMD2,214,-0.2815,261,0.28153
GRCh38_ENSG00000114867,GRCh38_EIF4G1,145,-0.5719,215,0.57193
GRCh38_ENSG00000163882,GRCh38_POLR2H,41,-0.4263,55,0.42632
GRCh38_ENSG00000182580,GRCh38_EPHB3,40,-1.3412,103,1.34127
GRCh38_ENSG00000177383,GRCh38_MAGEF1,50,0.43849,37,-0.4384
GRCh38_ENSG00000156931,GRCh38_VPS8,12,-1.1377,27,1.13779
GRCh38_ENSG00000073803,GRCh38_MAP3K13,21,-0.8109,37,0.81094
GRCh38_ENSG00000163900,GRCh38_TMEM41A,21,-0.8102,38,0.81026
GRCh38_ENSG00000163904,GRCh38_SENP2,16,-0.8274,28,0.82745
GRCh38_ENSG00000073792,GRCh38_IGF2BP2,16,-1.4400,45,1.44006
GRCh38_ENSG00000136527,GRCh38_TRA2B,80,-0.2007,92,0.20076
GRCh38_ENSG00000090520,GRCh38_DNAJB11,55,-0.0236,56,0.02364
GRCh38_ENSG00000156976,GRCh38_EIF4A2,120,-0.3254,151,0.32540
GRCh38_ENSG00000163918,GRCh38_RFC4,25,0.27021,21,-0.2702
GRCh38_ENSG00000073849,GRCh38_ST6GAL1,60,1.73996,18,-1.7399
GRCh38_ENSG00000136514,GRCh38_RTP4,34,-0.7970,59,0.79707
GRCh38_ENSG00000113916,GRCh38_BCL6,15,-0.7877,27,0.78775
GRCh38_ENSG00000145012,GRCh38_LPP,23,-1.0735,50,1.07350
GRCh38_ENSG00000188001,GRCh38_TPRG1,12,-2.3533,66,2.35336
GRCh38_ENSG00000073282,GRCh38_TP63,39,-1.6255,120,1.62555
GRCh38_ENSG00000090530,GRCh38_P3H2,53,-1.2670,127,1.26702
GRCh38_ENSG00000196083,GRCh38_IL1RAP,18,-1.0995,38,1.09955
GRCh38_ENSG00000152492,GRCh38_CCDC50,40,0.21257,34,-0.2125
GRCh38_ENSG00000180611,GRCh38_MB21D2,8,-0.5586,12,0.55863
GRCh38_ENSG00000198836,GRCh38_OPA1,24,-0.4568,32,0.45683
GRCh38_ENSG00000114315,GRCh38_HES1,33,-0.9500,64,0.95009
GRCh38_ENSG00000133657,GRCh38_ATP13A3,39,-0.9676,78,0.96763
GRCh38_ENSG00000041802,GRCh38_LSG1,19,-0.4116,25,0.41163
GRCh38_ENSG00000185112,GRCh38_FAM43A,13,-1.4787,36,1.47872
GRCh38_ENSG00000114331,GRCh38_ACAP2,27,-0.9231,52,0.92311
GRCh38_ENSG00000184203,GRCh38_PPP1R2,38,-0.6013,58,0.60137
GRCh38_ENSG00000176945,GRCh38_MUC20,7,-1.7089,26,1.70890
GRCh38_ENSG00000061938,GRCh38_TNK2,46,-0.1447,51,0.14474
GRCh38_ENSG00000072274,GRCh38_TFRC,76,-0.5858,114,0.58582
GRCh38_ENSG00000161217,GRCh38_PCYT1A,38,-1.3574,99,1.35747
GRCh38_ENSG00000213123,GRCh38_TCTEX1D2,4,-1.8311,16,1.83116
GRCh38_ENSG00000145107,GRCh38_TM4SF19,6,-2.2198,28,2.21982
GRCh38_ENSG00000163960,GRCh38_UBXN7,12,-0.6012,18,0.60128
GRCh38_ENSG00000163961,GRCh38_RNF168,37,-0.0942,40,0.09429
GRCh38_ENSG00000185798,GRCh38_WDR53,6,-1.3610,16,1.36102
GRCh38_ENSG00000174013,GRCh38_FBXO45,16,-1.5124,47,1.51244
GRCh38_ENSG00000163964,GRCh38_PIGX,17,0.01602,16,-0.0160
GRCh38_ENSG00000180370,GRCh38_PAK2,59,0.09120,55,-0.0912
GRCh38_ENSG00000119231,GRCh38_SENP5,27,-0.4690,38,0.46904
GRCh38_ENSG00000114503,GRCh38_NCBP2,43,-0.3472,54,0.34725
GRCh38_ENSG00000270170,GRCh38_NCBP2AS2,24,-0.8664,44,0.86646
GRCh38_ENSG00000163975,GRCh38_MELTF,20,-0.3439,26,0.34392
GRCh38_ENSG00000075711,GRCh38_DLG1,28,-0.6375,44,0.63752
GRCh38_ENSG00000161267,GRCh38_BDH1,19,-2.0630,83,2.06301
GRCh38_ENSG00000145016,GRCh38_RUBCN,29,0.05416,28,-0.0541
GRCh38_ENSG00000122068,GRCh38_FYTTD1,49,-0.6650,77,0.66502
GRCh38_ENSG00000186001,GRCh38_LRCH3,15,-0.3062,19,0.30622
GRCh38_ENSG00000182899,GRCh38_RPL35A,874,-0.6272,1351,0.62729
GRCh38_ENSG00000182903,GRCh38_ZNF721,9,-0.5426,13,0.54262
GRCh38_ENSG00000174227,GRCh38_PIGG,21,-0.3513,27,0.35130
GRCh38_ENSG00000169020,GRCh38_ATP5ME,317,-0.3255,398,0.32552
GRCh38_ENSG00000185619,GRCh38_PCGF3,38,-0.6071,59,0.60716
GRCh38_ENSG00000178950,GRCh38_GAK,62,-0.0413,63,0.04139
GRCh38_ENSG00000127419,GRCh38_TMEM175,38,1.01799,19,-1.0179
GRCh38_ENSG00000145214,GRCh38_DGKQ,11,-0.2490,13,0.24901
GRCh38_ENSG00000159674,GRCh38_SPON2,395,0.89126,212,-0.8912
GRCh38_ENSG00000159692,GRCh38_CTBP1,103,0.42570,77,-0.4257
GRCh38_ENSG00000090316,GRCh38_MAEA,54,-0.3204,67,0.32044
GRCh38_ENSG00000163950,GRCh38_SLBP,42,-0.1408,46,0.14082
GRCh38_ENSG00000013810,GRCh38_TACC3,4,-1.7070,13,1.70702
GRCh38_ENSG00000168936,GRCh38_TMEM129,25,0.29600,21,-0.2960
GRCh38_ENSG00000068078,GRCh38_FGFR3,45,-0.8049,78,0.80493
GRCh38_ENSG00000168924,GRCh38_LETM1,32,-0.3597,41,0.35973
GRCh38_ENSG00000109685,GRCh38_NSD2,24,-0.1926,27,0.19263
GRCh38_ENSG00000185049,GRCh38_NELFA,18,-0.3943,23,0.39434
GRCh38_ENSG00000243449,GRCh38_C4orf48,45,0.47656,32,-0.4765
GRCh38_ENSG00000123933,GRCh38_MXD4,77,0.22310,66,-0.2231
GRCh38_ENSG00000063978,GRCh38_RNF4,40,-0.0840,42,0.08409
GRCh38_ENSG00000125386,GRCh38_FAM193A,13,0.22897,11,-0.2289
GRCh38_ENSG00000168884,GRCh38_TNIP2,39,-0.2565,46,0.25650
GRCh38_ENSG00000087266,GRCh38_SH3BP2,45,-0.0382,46,0.03823
GRCh38_ENSG00000087274,GRCh38_ADD1,114,0.02479,112,-0.0247
GRCh38_ENSG00000109736,GRCh38_MFSD10,48,-0.6918,78,0.69182
GRCh38_ENSG00000249673,GRCh38_NOP14-AS1,6,-1.8035,23,1.80354
GRCh38_ENSG00000087269,GRCh38_NOP14,13,-0.4190,18,0.41909
GRCh38_ENSG00000197386,GRCh38_HTT,48,0.19585,42,-0.1958
GRCh38_ENSG00000159788,GRCh38_RGS12,34,-0.7791,59,0.77915
GRCh38_ENSG00000163956,GRCh38_LRPAP1,131,0.42931,97,-0.4293
GRCh38_ENSG00000145220,GRCh38_LYAR,9,-0.1664,10,0.16643
GRCh38_ENSG00000168824,GRCh38_NSG1,23,-1.3466,60,1.34661
GRCh38_ENSG00000168818,GRCh38_STX18,12,-0.8524,23,0.85246
GRCh38_ENSG00000109501,GRCh38_WFS1,39,1.19775,17,-1.1977
GRCh38_ENSG00000074211,GRCh38_PPP2R2C,22,-1.8962,85,1.89625
GRCh38_ENSG00000013288,GRCh38_MAN2B2,40,0.39780,30,-0.3978
GRCh38_ENSG00000179010,GRCh38_MRFAP1,161,-0.3186,201,0.31866
GRCh38_ENSG00000163993,GRCh38_S100P,29,-2.1419,129,2.14196
GRCh38_ENSG00000178988,GRCh38_MRFAP1L1,56,0.14165,51,-0.1416
GRCh38_ENSG00000186222,GRCh38_BLOC1S4,10,-1.0902,22,1.09025
GRCh38_ENSG00000170871,GRCh38_KIAA0232,15,-0.6579,23,0.65793
GRCh38_ENSG00000132405,GRCh38_TBC1D14,27,-0.7607,45,0.76076
GRCh38_ENSG00000173011,GRCh38_TADA2B,16,-0.5469,24,0.54690
GRCh38_ENSG00000109519,GRCh38_GRPEL1,19,-0.9954,39,0.99549
GRCh38_ENSG00000184985,GRCh38_SORCS2,19,-0.8400,34,0.84008
GRCh38_ENSG00000272620,GRCh38_AFAP1-AS1,2,-2.6489,14,2.64897
GRCh38_ENSG00000196526,GRCh38_AFAP1,8,-0.9022,16,0.90222
GRCh38_ENSG00000125089,GRCh38_SH3TC1,35,0.56730,23,-0.5673
GRCh38_ENSG00000170801,GRCh38_HTRA3,166,0.90126,89,-0.9012
GRCh38_ENSG00000087008,GRCh38_ACOX3,24,0.37075,19,-0.3707
GRCh38_ENSG00000109667,GRCh38_SLC2A9,3,-2.3150,15,2.31507
GRCh38_ENSG00000071127,GRCh38_WDR1,178,-0.3422,226,0.34223
GRCh38_ENSG00000002587,GRCh38_HS3ST1,12,-0.3738,16,0.37384
GRCh38_ENSG00000038219,GRCh38_BOD1L1,24,-0.3203,30,0.32035
GRCh38_ENSG00000137449,GRCh38_CPEB2,12,-1.9426,49,1.94267
GRCh38_ENSG00000118564,GRCh38_FBXL5,45,-0.4680,63,0.46806
GRCh38_ENSG00000237765,GRCh38_FAM200B,18,-0.1878,20,0.18785
GRCh38_ENSG00000137440,GRCh38_FGFBP1,86,-1.2861,211,1.28612
GRCh38_ENSG00000151552,GRCh38_QDPR,17,0.15097,15,-0.1509
GRCh38_ENSG00000002549,GRCh38_LAP3,144,0.50377,101,-0.5037
GRCh38_ENSG00000118579,GRCh38_MED28,25,-0.8377,44,0.83770
GRCh38_ENSG00000163257,GRCh38_DCAF16,31,0.72150,19,-0.7215
GRCh38_ENSG00000109606,GRCh38_DHX15,42,-0.8436,76,0.84363
GRCh38_ENSG00000109610,GRCh38_SOD3,27,0.05709,26,-0.0570
GRCh38_ENSG00000038210,GRCh38_PI4K2B,15,-0.2761,18,0.27610
GRCh38_ENSG00000053900,GRCh38_ANAPC4,11,-0.3982,14,0.39828
GRCh38_ENSG00000091490,GRCh38_SEL1L3,74,0.85467,41,-0.8546
GRCh38_ENSG00000250317,GRCh38_SMIM20,13,0.08362,12,-0.0836
GRCh38_ENSG00000168214,GRCh38_RBPJ,54,-0.1009,58,0.10099
GRCh38_ENSG00000109689,GRCh38_STIM2,19,0.13129,17,-0.1312
GRCh38_ENSG00000169851,GRCh38_PCDH7,55,-0.2243,64,0.22434
GRCh38_ENSG00000047365,GRCh38_ARAP2,3,-3.6011,48,3.60116
GRCh38_ENSG00000181826,GRCh38_RELL1,45,0.41371,34,-0.4137
GRCh38_ENSG00000169299,GRCh38_PGM2,17,-2.0237,70,2.02371
GRCh38_ENSG00000065882,GRCh38_TBC1D1,23,-0.1618,26,0.16183
GRCh38_ENSG00000109787,GRCh38_KLF3,29,-1.2828,72,1.28282
GRCh38_ENSG00000197712,GRCh38_FAM114A1,28,-0.8441,51,0.84419
GRCh38_ENSG00000109790,GRCh38_KLHL5,43,0.58074,29,-0.5807
GRCh38_ENSG00000035928,GRCh38_RFC1,25,-0.5504,37,0.55042
GRCh38_ENSG00000163682,GRCh38_RPL9,976,0.38247,749,-0.3824
GRCh38_ENSG00000109814,GRCh38_UGDH,50,-0.0122,51,0.01220
GRCh38_ENSG00000163683,GRCh38_SMIM14,28,-0.1293,30,0.12934
GRCh38_ENSG00000078140,GRCh38_UBE2K,62,-0.3263,77,0.32639
GRCh38_ENSG00000121892,GRCh38_PDS5A,49,-0.2737,59,0.27377
GRCh38_ENSG00000078177,GRCh38_N4BP2,12,-0.1806,14,0.18069
GRCh38_ENSG00000163694,GRCh38_RBM47,17,-0.9067,32,0.90679
GRCh38_ENSG00000163697,GRCh38_APBB2,33,-0.1212,36,0.12127
GRCh38_ENSG00000109133,GRCh38_TMEM33,29,-1.2099,67,1.20992
GRCh38_ENSG00000014824,GRCh38_SLC30A9,26,-0.2305,30,0.23056
GRCh38_ENSG00000151806,GRCh38_GUF1,9,-1.0068,19,1.00684
GRCh38_ENSG00000169019,GRCh38_COMMD8,22,-0.2932,27,0.29326
GRCh38_ENSG00000145246,GRCh38_ATP10D,16,-1.0167,33,1.01679
GRCh38_ENSG00000109171,GRCh38_SLAIN2,26,-1.0948,55,1.09485
GRCh38_ENSG00000075539,GRCh38_FRYL,18,-1.1918,41,1.19180
GRCh38_ENSG00000109180,GRCh38_OCIAD1,87,-0.0358,90,0.03588
GRCh38_ENSG00000145247,GRCh38_OCIAD2,129,-0.7788,222,0.77886
GRCh38_ENSG00000109184,GRCh38_DCUN1D4,19,0.24792,16,-0.2479
GRCh38_ENSG00000163069,GRCh38_SGCB,25,0.41909,19,-0.4190
GRCh38_ENSG00000109189,GRCh38_USP46,6,-1.2310,15,1.23107
GRCh38_ENSG00000226950,GRCh38_DANCR,52,1.07860,25,-1.0786
GRCh38_ENSG00000145216,GRCh38_FIP1L1,10,-1.2952,26,1.29529
GRCh38_ENSG00000109220,GRCh38_CHIC2,7,-1.7055,24,1.70552
GRCh38_ENSG00000128039,GRCh38_SRD5A3,11,-0.7919,20,0.79190
GRCh38_ENSG00000134851,GRCh38_TMEM165,100,-0.3218,125,0.32188
GRCh38_ENSG00000134852,GRCh38_CLOCK,12,-0.4819,17,0.48199
GRCh38_ENSG00000090989,GRCh38_EXOC1,22,-0.4656,31,0.46568
GRCh38_ENSG00000128050,GRCh38_PAICS,32,-0.1042,35,0.10421
GRCh38_ENSG00000174780,GRCh38_SRP72,51,-0.1683,58,0.16837
GRCh38_ENSG00000171476,GRCh38_HOPX,41,-2.4529,227,2.45299
GRCh38_ENSG00000084093,GRCh38_REST,19,-0.7464,33,0.74646
GRCh38_ENSG00000047315,GRCh38_POLR2B,46,0.05638,44,-0.0563
GRCh38_ENSG00000163453,GRCh38_IGFBP7,637,0.28681,522,-0.2868
GRCh38_ENSG00000033178,GRCh38_UBA6,36,-0.9212,68,0.92129
GRCh38_ENSG00000153802,GRCh38_TMPRSS11D,10,-2.2609,51,2.26099
GRCh38_ENSG00000083896,GRCh38_YTHDC1,41,-0.0414,42,0.04145
GRCh38_ENSG00000187689,GRCh38_AMTN,12,-2.2723,62,2.27239
GRCh38_ENSG00000132465,GRCh38_JCHAIN,960,2.53556,165,-2.5355
GRCh38_ENSG00000132467,GRCh38_UTP3,25,-0.1768,29,0.17687
GRCh38_ENSG00000018189,GRCh38_RUFY3,14,-0.9222,27,0.92224
GRCh38_ENSG00000132463,GRCh38_GRSF1,54,-0.2203,63,0.22039
GRCh38_ENSG00000173542,GRCh38_MOB1B,12,-0.4412,17,0.44127
GRCh38_ENSG00000132466,GRCh38_ANKRD17,29,-0.7105,47,0.71052
GRCh38_ENSG00000169429,GRCh38_CXCL8,28,-1.3170,71,1.31707
GRCh38_ENSG00000163739,GRCh38_CXCL1,70,0.24619,59,-0.2461
GRCh38_ENSG00000163735,GRCh38_CXCL5,8,-1.2200,20,1.22008
GRCh38_ENSG00000163738,GRCh38_MTHFD2L,14,-0.3815,18,0.38157
GRCh38_ENSG00000124882,GRCh38_EREG,9,-2.2142,45,2.21421
GRCh38_ENSG00000109321,GRCh38_AREG,30,-1.1585,67,1.15858
GRCh38_ENSG00000163743,GRCh38_RCHY1,13,0.17732,12,-0.1773
GRCh38_ENSG00000138757,GRCh38_G3BP2,50,-0.3042,61,0.30424
GRCh38_ENSG00000138768,GRCh38_USO1,57,0.23571,48,-0.2357
GRCh38_ENSG00000198301,GRCh38_SDAD1,16,-0.1990,18,0.19905
GRCh38_ENSG00000138755,GRCh38_CXCL9,101,-0.2071,117,0.20718
GRCh38_ENSG00000169245,GRCh38_CXCL10,198,0.85022,109,-0.8502
GRCh38_ENSG00000169248,GRCh38_CXCL11,27,0.88006,15,-0.8800
GRCh38_ENSG00000138750,GRCh38_NUP54,13,-0.3244,17,0.32441
GRCh38_ENSG00000138760,GRCh38_SCARB2,93,-0.4248,125,0.42485
GRCh38_ENSG00000138758,GRCh38_SEPTIN11,37,0.81176,21,-0.8117
GRCh38_ENSG00000118816,GRCh38_CCNI,102,-0.6629,161,0.66294
GRCh38_ENSG00000138764,GRCh38_CCNG2,20,0.14284,18,-0.1428
GRCh38_ENSG00000156234,GRCh38_CXCL13,23,0.27423,19,-0.2742
GRCh38_ENSG00000138767,GRCh38_CNOT6L,20,-0.3590,26,0.35909
GRCh38_ENSG00000169288,GRCh38_MRPL1,16,-0.4241,22,0.42411
GRCh38_ENSG00000138772,GRCh38_ANXA3,52,-1.2562,124,1.25620
GRCh38_ENSG00000138756,GRCh38_BMP2K,18,-1.5335,52,1.53351
GRCh38_ENSG00000163297,GRCh38_ANTXR2,37,-0.2935,46,0.29351
GRCh38_ENSG00000138670,GRCh38_RASGEF1B,8,-1.0933,17,1.09332
GRCh38_ENSG00000138668,GRCh38_HNRNPD,118,-0.3709,153,0.37091
GRCh38_ENSG00000152795,GRCh38_HNRNPDL,216,-0.1362,237,0.13626
GRCh38_ENSG00000145293,GRCh38_ENOPH1,23,0.02471,22,-0.0247
GRCh38_ENSG00000145284,GRCh38_SCD5,12,-0.2396,14,0.23967
GRCh38_ENSG00000138674,GRCh38_SEC31A,77,-0.3054,96,0.30546
GRCh38_ENSG00000251022,GRCh38_THAP9-AS1,19,-0.2114,22,0.21140
GRCh38_ENSG00000138663,GRCh38_COPS4,24,-0.4997,34,0.49971
GRCh38_ENSG00000173083,GRCh38_HPSE,12,-1.3216,30,1.32168
GRCh38_ENSG00000163319,GRCh38_MRPS18C,35,-0.7819,61,0.78198
GRCh38_ENSG00000163624,GRCh38_CDS1,4,-2.7367,32,2.73676
GRCh38_ENSG00000163625,GRCh38_WDFY3,13,-0.7721,22,0.77215
GRCh38_ENSG00000163629,GRCh38_PTPN13,18,-1.4011,48,1.40113
GRCh38_ENSG00000172493,GRCh38_AFF1,25,-0.2296,30,0.22963
GRCh38_ENSG00000170502,GRCh38_NUDT9,19,0.40479,14,-0.4047
GRCh38_ENSG00000152583,GRCh38_SPARCL1,85,0.22265,72,-0.2226
GRCh38_ENSG00000118785,GRCh38_SPP1,48,-2.1782,218,2.17826
GRCh38_ENSG00000138642,GRCh38_HERC6,63,-0.7536,107,0.75364
GRCh38_ENSG00000145337,GRCh38_PYURF,48,-0.4965,68,0.49650
GRCh38_ENSG00000163104,GRCh38_SMARCAD1,7,-0.9672,15,0.96727
GRCh38_ENSG00000163110,GRCh38_PDLIM5,54,-0.9585,106,0.95853
GRCh38_ENSG00000138698,GRCh38_RAP1GDS1,16,-0.7878,28,0.78784
GRCh38_ENSG00000168785,GRCh38_TSPAN5,22,-1.0634,47,1.06341
GRCh38_ENSG00000151247,GRCh38_EIF4E,27,-0.9303,53,0.93030
GRCh38_ENSG00000164024,GRCh38_METAP1,31,0.06105,30,-0.0610
GRCh38_ENSG00000197894,GRCh38_ADH5,62,-0.3335,79,0.33350
GRCh38_ENSG00000070190,GRCh38_DAPP1,19,-0.8589,35,0.85891
GRCh38_ENSG00000109270,GRCh38_LAMTOR3,10,-1.2526,26,1.25260
GRCh38_ENSG00000164031,GRCh38_DNAJB14,20,-0.0895,22,0.08959
GRCh38_ENSG00000164032,GRCh38_H2AFZ,145,-0.2845,177,0.28452
GRCh38_ENSG00000138814,GRCh38_PPP3CA,27,-0.5679,41,0.56798
GRCh38_ENSG00000138821,GRCh38_SLC39A8,37,0.74887,22,-0.7488
GRCh38_ENSG00000109320,GRCh38_NFKB1,50,-0.2068,58,0.20684
GRCh38_ENSG00000109323,GRCh38_MANBA,15,-0.7660,25,0.76603
GRCh38_ENSG00000109332,GRCh38_UBE2D3,218,-0.7816,375,0.78160
GRCh38_ENSG00000145354,GRCh38_CISD2,26,-0.7503,44,0.75032
GRCh38_ENSG00000164039,GRCh38_BDH2,24,0.62632,16,-0.6263
GRCh38_ENSG00000168769,GRCh38_TET2,3,-2.6250,22,2.62507
GRCh38_ENSG00000138777,GRCh38_PPA2,17,-0.6776,27,0.67761
GRCh38_ENSG00000138785,GRCh38_INTS12,7,-1.2411,18,1.24112
GRCh38_ENSG00000168743,GRCh38_NPNT,36,-0.5596,54,0.55969
GRCh38_ENSG00000145348,GRCh38_TBCK,9,-0.8154,15,0.81542
GRCh38_ENSG00000164022,GRCh38_AIMP1,24,-0.5999,36,0.59992
GRCh38_ENSG00000138801,GRCh38_PAPSS1,20,-0.2650,24,0.26503
GRCh38_ENSG00000164023,GRCh38_SGMS2,10,-0.9855,21,0.98553
GRCh38_ENSG00000138796,GRCh38_HADH,10,-0.6045,16,0.60450
GRCh38_ENSG00000109475,GRCh38_RPL34,1051,-0.0721,1105,0.07215
GRCh38_ENSG00000198856,GRCh38_OSTC,45,-0.3898,59,0.38982
GRCh38_ENSG00000138802,GRCh38_SEC24B,15,-0.8218,26,0.82181
GRCh38_ENSG00000005059,GRCh38_MCUB,31,-0.3322,39,0.33220
GRCh38_ENSG00000123739,GRCh38_PLA2G12A,13,-0.5861,20,0.58612
GRCh38_ENSG00000109534,GRCh38_GAR1,25,-0.0471,26,0.04711
GRCh38_ENSG00000138660,GRCh38_AP1AR,11,-0.4935,16,0.49356
GRCh38_ENSG00000073331,GRCh38_ALPK1,20,0.27751,16,-0.2775
GRCh38_ENSG00000174720,GRCh38_LARP7,18,-0.6051,28,0.60512
GRCh38_ENSG00000145349,GRCh38_CAMK2D,38,-0.8556,70,0.85564
GRCh38_ENSG00000269893,GRCh38_SNHG8,94,-0.1654,105,0.16544
GRCh38_ENSG00000150961,GRCh38_SEC24D,39,0.49431,27,-0.4943
GRCh38_ENSG00000145390,GRCh38_USP53,10,-1.1071,21,1.10718
GRCh38_ENSG00000164096,GRCh38_C4orf3,154,-0.7080,253,0.70805
GRCh38_ENSG00000164111,GRCh38_ANXA5,196,0.20385,170,-0.2038
GRCh38_ENSG00000123737,GRCh38_EXOSC9,19,0.67105,12,-0.6710
GRCh38_ENSG00000138688,GRCh38_KIAA1109,14,-1.0531,29,1.05319
GRCh38_ENSG00000151458,GRCh38_ANKRD50,11,-1.2816,27,1.28169
GRCh38_ENSG00000164040,GRCh38_PGRMC2,76,0.47655,55,-0.4765
GRCh38_ENSG00000109381,GRCh38_ELF2,13,-0.2183,15,0.21833
GRCh38_ENSG00000109390,GRCh38_NDUFC1,62,-0.1837,70,0.18374
GRCh38_ENSG00000164134,GRCh38_NAA15,22,-0.3798,29,0.37985
GRCh38_ENSG00000145391,GRCh38_SETD7,31,-0.1934,35,0.19343
GRCh38_ENSG00000085871,GRCh38_MGST2,13,-0.8840,24,0.88407
GRCh38_ENSG00000153130,GRCh38_SCOC,20,-0.6941,32,0.69415
GRCh38_ENSG00000179387,GRCh38_ELMOD2,25,0.07040,23,-0.0704
GRCh38_ENSG00000109445,GRCh38_ZNF330,13,-0.9023,25,0.90232
GRCh38_ENSG00000164136,GRCh38_IL15,24,0.69483,15,-0.6948
GRCh38_ENSG00000170185,GRCh38_USP38,7,-2.2682,36,2.26821
GRCh38_ENSG00000109458,GRCh38_GAB1,25,-0.4617,34,0.46170
GRCh38_ENSG00000153147,GRCh38_SMARCA5,41,-0.1402,46,0.14025
GRCh38_ENSG00000164163,GRCh38_ABCE1,31,-0.5212,45,0.52124
GRCh38_ENSG00000164164,GRCh38_OTUD4,27,-0.1989,32,0.19894
GRCh38_ENSG00000170365,GRCh38_SMAD1,14,-0.8113,25,0.81135
GRCh38_ENSG00000164167,GRCh38_LSM6,20,-0.2915,25,0.29153
GRCh38_ENSG00000151617,GRCh38_EDNRA,27,0.32594,21,-0.3259
GRCh38_ENSG00000198589,GRCh38_LRBA,11,-1.3628,30,1.36286
GRCh38_ENSG00000145425,GRCh38_RPS3A,1076,-0.1372,1184,0.13725
GRCh38_ENSG00000109686,GRCh38_SH3D19,21,-0.7248,35,0.72484
GRCh38_ENSG00000164142,GRCh38_FAM160A1,4,-2.4150,23,2.41507
GRCh38_ENSG00000109670,GRCh38_FBXW7,22,0.17279,20,-0.1727
GRCh38_ENSG00000170006,GRCh38_TMEM154,22,-1.8877,83,1.88778
GRCh38_ENSG00000164144,GRCh38_ARFIP1,16,-0.4512,22,0.45121
GRCh38_ENSG00000137460,GRCh38_FHDC1,2,-2.8767,17,2.87670
GRCh38_ENSG00000109654,GRCh38_TRIM2,5,-1.5565,16,1.55651
GRCh38_ENSG00000121210,GRCh38_TMEM131L,9,-0.8378,17,0.83781
GRCh38_ENSG00000137462,GRCh38_TLR2,21,-0.6566,33,0.65662
GRCh38_ENSG00000145423,GRCh38_SFRP2,218,0.36963,168,-0.3696
GRCh38_ENSG00000171566,GRCh38_PLRG1,7,-2.3489,37,2.34899
GRCh38_ENSG00000164116,GRCh38_GUCY1A1,28,0.23563,24,-0.2356
GRCh38_ENSG00000151790,GRCh38_TDO2,39,0.35754,30,-0.3575
GRCh38_ENSG00000256043,GRCh38_CTSO,16,-0.5178,24,0.51789
