Feature,Normalized.Dispersion
GRCh38_ENSG00000286379,-2.132653998506775
GRCh38_ENSG00000196182,-1.290947377835922
GRCh38_ENSG00000181817,3.4389093475603367
GRCh38_ENSG00000116885,9.783063971967753
GRCh38_ENSG00000116898,1.7539103654276391
GRCh38_ENSG00000119535,4.237249314494717
GRCh38_ENSG00000284705,NaN
GRCh38_ENSG00000223944,NaN
GRCh38_ENSG00000233621,0.5331811922658194
GRCh38_ENSG00000163874,-0.6252421189075905
GRCh38_ENSG00000163875,-0.7467092103629086
GRCh38_ENSG00000163877,-0.022191881319680137
GRCh38_ENSG00000163879,0.26291135594344167
GRCh38_ENSG00000134697,3.129606360886889
GRCh38_ENSG00000116922,-0.07828422706698869
GRCh38_ENSG00000134690,0.9258125951494933
GRCh38_ENSG00000183317,-0.08709053610339314
GRCh38_ENSG00000185090,-0.34841030870428963
GRCh38_ENSG00000196449,-1.2309126925132126
GRCh38_ENSG00000197982,-1.2903135847875524
